TreeDepth,Allocation,Tag,PoolType,NumberOfBytes,Status
0,0x92e57000,CM25,PagedPool,0x3000,Allocated
0,0x93651000,CM25,PagedPool,0x1000,Allocated
0,0x937f9000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93e53000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93ffb000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9424c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x943e4000,CM31,PagedPoolCacheAligned,0x3000,Allocated
0,0x9464d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x947e5000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94a4e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94be6000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x96645000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x88c87000,ArbA,PagedPool,0x1000,Allocated
0,0x850b0000,Cont,NonPagedPool,0x1000,Allocated
0,0x85cb3000,Cont,NonPagedPool,0x1000,Allocated
0,0x85f1b000,Cont,NonPagedPool,0x1000,Allocated
0,0x824ad000,UHUB,NonPagedPool,0x44f0,Allocated
0,0x92cee000,CM25,PagedPool,0x1000,Allocated
0,0x930e9000,CM25,PagedPool,0x1000,Allocated
0,0x928ef000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93cea000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91349000,CM25,PagedPool,0x1000,Allocated
0,0x92b47000,CM25,PagedPool,0x1000,Allocated
0,0x92f46000,CM25,PagedPool,0x1000,Allocated
0,0x93740000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93f42000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9435d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x944f4000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9475c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x948f7000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94b5f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94cf6000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x96754000,CM31,PagedPoolCacheAligned,0x3000,Allocated
0,0x91748000,MmSt,Unknown choice 2147483649,0x43e0,Allocated
0,0x87d8a000,ArbA,PagedPool,0x1000,Allocated
0,0x85181000,Dev,NonPagedPool,0x6b10,Allocated
0,0x85d82000,Cont,NonPagedPool,0x1000,Allocated
0,0x965cf000,CM25,PagedPool,0x1000,Allocated
0,0x92ddd000,CM25,PagedPool,0x1000,Allocated
0,0x931da000,CM25,PagedPool,0x1000,Allocated
0,0x929dc000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x92c35000,CM25,PagedPool,0x1000,Allocated
0,0x93032000,CM25,PagedPool,0x1000,Allocated
0,0x92834000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93c31000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93dd9000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9442f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x945c7000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9482c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x949c4000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94c2d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94dc5000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x96824000,CM31,PagedPoolCacheAligned,0x3000,Allocated
0,0x9cde5000,MmRe,PagedPool,0x2db8,Allocated
0,0x85e90000,Cont,NonPagedPool,0x1000,Allocated
0,0x84297000,MmAc,NonPagedPool,0x1000,Allocated
0,0x912cc000,CM25,PagedPool,0x1000,Allocated
0,0x92ac2000,CM25,PagedPool,0x1000,Allocated
0,0x92ec3000,CM25,PagedPool,0x1000,Allocated
0,0x936c5000,CM25,PagedPool,0x1000,Allocated
0,0x93522000,CM29,PagedPool,0x2000,Allocated
0,0x92d24000,CM25,PagedPool,0x1000,Allocated
0,0x93123000,CM25,PagedPool,0x1000,Allocated
0,0x92925000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93d20000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93ec7000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x942d8000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9453e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9493d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94ada000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x94d3c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x84f6b000,Cont,NonPagedPool,0x1000,Allocated
0,0x85f6f000,Cont,NonPagedPool,0x1000,Allocated
0,0x8a751000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x913bd000,CM25,PagedPool,0x1000,Allocated
0,0x92bb3000,CM25,PagedPool,0x1000,Allocated
0,0x92fb2000,CM25,PagedPool,0x1000,Allocated
0,0x937b4000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91225000,CM25,PagedPool,0x1000,Allocated
0,0x92a2b000,CM25,PagedPool,0x1000,Allocated
0,0x92e2a000,CM25,PagedPool,0x1000,Allocated
0,0x9362c000,CM25,PagedPool,0x1000,Allocated
0,0x93e2e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93fb6000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94231000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94630000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x947a8000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94a33000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94bab000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x96638000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x967a0000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91624000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x8bc46000,MmSt,Unknown choice 2147483649,0x1020,Allocated
0,0x8e853000,SpSy,PagedPool,0x4180,Allocated
0,0x85c7e000,Cont,NonPagedPool,0x1000,Allocated
0,0x86071000,Cont,NonPagedPool,0x1000,Allocated
0,0xa1667000,CMA,PagedPool,0x1000,Allocated
0,0x92ca1000,CM25,PagedPool,0x1000,Allocated
0,0x930a6000,CM25,PagedPool,0x1000,Allocated
0,0x928a0000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93ca5000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91316000,CM25,PagedPool,0x1000,Allocated
0,0x92b18000,CM25,PagedPool,0x1000,Allocated
0,0x92f19000,CM25,PagedPool,0x1000,Allocated
0,0x9371f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93f1d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94302000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x944bb000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94703000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x948b8000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94b00000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94cb9000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9670b000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x968b0000,MmRe,PagedPool,0x1e20,Allocated
0,0x920a2000,MmRe,PagedPool,0x2318,Allocated
0,0x842e3000,MmAc,NonPagedPool,0x1000,Allocated
0,0x85ee4000,Cont,NonPagedPool,0x1000,Allocated
0,0x85d4d000,Cont,NonPagedPool,0x1000,Allocated
0,0x8d16e000,CMA,PagedPool,0x1000,Allocated
0,0xa1357000,CM16,PagedPoolCacheAligned,0x1000,Allocated
0,0x96582000,CM25,PagedPool,0x4000,Allocated
0,0x92d90000,CM25,PagedPool,0x1000,Allocated
0,0x93197000,CM25,PagedPool,0x1000,Allocated
0,0x93d94000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x92c08000,CM25,PagedPool,0x1000,Allocated
0,0x9300f000,CM25,PagedPool,0x1000,Allocated
0,0x92809000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93c0c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94412000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9458a000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94811000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94989000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94c10000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94d88000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x84bf6000,Cont,NonPagedPool,0x1000,Allocated
0,0x8b7c9000,CIcr,PagedPool,0x3f88,Allocated
0,0x85e5b000,Cont,NonPagedPool,0x1000,Allocated
0,0x85ff3000,Cont,NonPagedPool,0x1000,Allocated
0,0x8a7cd000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91289000,CM25,PagedPool,0x1000,Allocated
0,0x92e86000,CM25,PagedPool,0x1000,Allocated
0,0x93680000,CM25,PagedPool,0x1000,Allocated
0,0x93e82000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9429d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9469c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94a9f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x96694000,CM31,PagedPoolCacheAligned,0x3000,Allocated
0,0x850c1000,Cont,NonPagedPool,0x1000,Allocated
0,0x8432d000,MmAc,NonPagedPool,0x1000,Allocated
0,0x85b2b000,Cont,NonPagedPool,0x1000,Allocated
0,0x8d0e1000,CIsc,PagedPool,0x1758,Allocated
0,0x888f7000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0xa16cb000,CMA,PagedPool,0x1000,Allocated
0,0x9137a000,CM25,PagedPool,0x1000,Allocated
0,0x92b74000,CM25,PagedPool,0x1000,Allocated
0,0x92f75000,CM25,PagedPool,0x1000,Allocated
0,0x93773000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93f71000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9436e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9476f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94b6c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x96767000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x851d2000,Dev,NonPagedPool,0x6b10,Allocated
0,0x85dd1000,Cont,NonPagedPool,0x1000,Allocated
0,0x861de000,Cont,NonPagedPool,0x10000,Allocated
0,0x84c3d000,Cont,NonPagedPool,0x1000,Allocated
0,0x86036000,Cont,NonPagedPool,0x1000,Allocated
0,0x8d1f2000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0xa1223000,CM16,PagedPool,0x1000,Allocated
0,0x92c64000,CM25,PagedPool,0x1000,Allocated
0,0x93063000,CM25,PagedPool,0x1000,Allocated
0,0x92865000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93c60000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9447e000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x9487d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94c7c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x85eaf000,Cont,NonPagedPool,0x1000,Allocated
0,0x87d00000,ArbA,PagedPool,0x1000,Allocated
0,0x8510b000,Cont,NonPagedPool,0x1000,Allocated
0,0x88d3c000,MmSt,Unknown choice 2147483649,0x5000,Allocated
0,0x8e925000,MmSt,Unknown choice 2147483649,0x32b8,Allocated
0,0x85d08000,Cont,NonPagedPool,0x1000,Allocated
0,0x86107000,Cont,NonPagedPool,0x1000,Allocated
0,0xa171d000,CMA,PagedPool,0x1000,Allocated
0,0x92af3000,CM25,PagedPool,0x1000,Allocated
0,0x92ef2000,CM25,PagedPool,0x1000,Allocated
0,0x936f4000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93ef6000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9356d000,CM25,PagedPool,0x1000,Allocated
0,0x92d6b000,CM25,PagedPool,0x1000,Allocated
0,0x9316c000,CM25,PagedPool,0x1000,Allocated
0,0x9296a000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x93d6f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94571000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x946e8000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94972000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94aeb000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94d73000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x966e0000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x9d154000,MmRe,PagedPool,0x43a8,Allocated
0,0x857bc000,Dev,NonPagedPool,0x10f8,Allocated
0,0x85fbe000,Cont,NonPagedPool,0x1000,Allocated
0,0x85e06000,Cont,NonPagedPool,0x1000,Allocated
0,0x913ee000,CM25,PagedPool,0x1000,Allocated
0,0x92be0000,CM25,PagedPool,0x1000,Allocated
0,0x92fe1000,CM25,PagedPool,0x1000,Allocated
0,0x937e7000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91256000,CM25,PagedPool,0x1000,Allocated
0,0x9365f000,CM25,PagedPool,0x1000,Allocated
0,0x93e5d000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93fe5000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94242000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x943fa000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94643000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x947fb000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94a40000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94bf8000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9664b000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x967f3000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x8e8a0000,MmRe,PagedPool,0x1930,Allocated
0,0x8508e000,Cont,NonPagedPool,0x1000,Allocated
0,0x85c8d000,Cont,NonPagedPool,0x1000,Allocated
0,0x85f15000,Cont,NonPagedPool,0x1000,Allocated
0,0x86082000,Cont,NonPagedPool,0x1000,Allocated
0,0xa1696000,CMA,PagedPool,0x1000,Allocated
0,0x930d7000,CM25,PagedPool,0x1000,Allocated
0,0x928d1000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93cd4000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x944ca000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91347000,CM25,PagedPool,0x1000,Allocated
0,0x92b49000,CM25,PagedPool,0x1000,Allocated
0,0x92f48000,CM25,PagedPool,0x1000,Allocated
0,0x9374e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93f4c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94353000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94752000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x948c9000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94b51000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94cc8000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x964c2000,ViMm,PagedPool,0x28000,Allocated
0,0x968c1000,Obtb,PagedPool,0x1000,Allocated
0,0x9cce8000,MmRe,PagedPool,0x2000,Allocated
0,0x87d94000,ArbA,PagedPool,0x1000,Allocated
0,0x85d9c000,Cont,NonPagedPool,0x1000,Allocated
0,0x935c1000,CM16,PagedPool,0x1000,Allocated
0,0x965d5000,CM25,PagedPool,0x1000,Allocated
0,0x92dc7000,CM25,PagedPool,0x1000,Allocated
0,0x931c0000,CM25,PagedPool,0x1000,Allocated
0,0x92c3f000,CM25,PagedPool,0x1000,Allocated
0,0x93038000,CM25,PagedPool,0x1000,Allocated
0,0x929c6000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93c3b000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93dc3000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94425000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x945dd000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94826000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x949de000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94c27000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94ddf000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9682e000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x969d6000,MmRe,PagedPool,0x1a18,Allocated
0,0x9f409000,CMA,PagedPool,0x1000,Allocated
0,0x9d000000,MmRe,PagedPool,0x2438,Allocated
0,0x921c4000,MmRe,PagedPool,0x9538,Allocated
0,0x85e6a000,Cont,NonPagedPool,0x1000,Allocated
0,0x8a654000,MmRe,PagedPool,0x1e88,Allocated
0,0x912ba000,CM25,PagedPool,0x1000,Allocated
0,0x92ab4000,CM25,PagedPool,0x1000,Allocated
0,0x92eb5000,CM25,PagedPool,0x1000,Allocated
0,0x936b3000,CM25,PagedPool,0x1000,Allocated
0,0x93528000,CM29,PagedPool,0x2000,Allocated
0,0x92d2e000,CM25,PagedPool,0x1000,Allocated
0,0x93129000,CM25,PagedPool,0x1000,Allocated
0,0x9292f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93d2a000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93eb1000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x942ae000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94534000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x946af000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94937000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94aac000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94d36000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9cd16000,MmRe,PagedPool,0x1a68,Allocated
0,0x84b7c000,EtwB,NonPagedPool,0x4000,Allocated
0,0x84f7d000,Cont,NonPagedPool,0x1000,Allocated
0,0x85f79000,Cont,NonPagedPool,0x1000,Allocated
0,0x8a747000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x913ab000,CM25,PagedPool,0x1000,Allocated
0,0x92ba5000,CM25,PagedPool,0x1000,Allocated
0,0x92fa4000,CM25,PagedPool,0x1000,Allocated
0,0x937a2000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91213000,CM25,PagedPool,0x1000,Allocated
0,0x92a1d000,CM25,PagedPool,0x1000,Allocated
0,0x92e1c000,CM25,PagedPool,0x1000,Allocated
0,0x9361a000,CM25,PagedPool,0x1000,Allocated
0,0x93e18000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93fa0000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94207000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x943bf000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94606000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x947be000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94a05000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94bbd000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9660e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x967b6000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x91612000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x87de8000,ArbA,PagedPool,0x1000,Allocated
0,0x85de0000,Cont,NonPagedPool,0x1000,Allocated
0,0x87c40000,CM17,PagedPool,0x2000,Allocated
0,0x8504b000,Cont,NonPagedPool,0x1000,Allocated
0,0x86047000,Cont,NonPagedPool,0x1000,Allocated
0,0xa165d000,CMA,PagedPool,0x1000,Allocated
0,0x92cab000,CM25,PagedPool,0x1000,Allocated
0,0x930ac000,CM25,PagedPool,0x1000,Allocated
0,0x928aa000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93caf000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9130c000,CM25,PagedPool,0x1000,Allocated
0,0x92b02000,CM25,PagedPool,0x1000,Allocated
0,0x92f03000,CM25,PagedPool,0x1000,Allocated
0,0x93705000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93f07000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94318000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x944b1000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94719000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x948b2000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94b1a000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94cb3000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x920a8000,MmRe,PagedPool,0x1738,Allocated
0,0x842f9000,Nph2,NonPagedPool,0x1000,Allocated
0,0x85aff000,Cont,NonPagedPool,0x1000,Allocated
0,0x85d47000,Cont,NonPagedPool,0x1000,Allocated
0,0x92d9a000,CM25,PagedPool,0x1000,Allocated
0,0x9319d000,CM25,PagedPool,0x1000,Allocated
0,0x9299b000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93d9e000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94580000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94983000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94d82000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x92199000,MmSt,Unknown choice 2147483649,0x32f8,Allocated
0,0x85fcd000,Cont,NonPagedPool,0x1000,Allocated
0,0x8a7f3000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x84a50000,AmlH,NonPagedPool,0x10000,Allocated
0,0x85e55000,Cont,NonPagedPool,0x1000,Allocated
0,0xa11d6000,CM16,PagedPoolCacheAligned,0x1000,Allocated
0,0x91287000,CM25,PagedPool,0x1000,Allocated
0,0x92e88000,CM25,PagedPool,0x1000,Allocated
0,0x9368e000,CM25,PagedPool,0x1000,Allocated
0,0x93e8c000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94293000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94692000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94a91000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x850df000,Cont,NonPagedPool,0x1000,Allocated
0,0x88ce8000,CM16,PagedPool,0x1000,Allocated
0,0x8c0fb000,Dev,NonPagedPool,0x1130,Allocated
0,0x824c2000,MmAc,NonPagedPool,0x1000,Allocated
0,0x8e8f1000,MmRe,PagedPool,0x1a70,Allocated
0,0x85cdc000,Cont,NonPagedPool,0x1000,Allocated
0,0x860d3000,Cont,NonPagedPool,0x1000,Allocated
0,0x87cd4000,Obtb,PagedPool,0x1000,Allocated
0,0xa16c1000,CMA,PagedPool,0x1000,Allocated
0,0x91370000,CM25,PagedPool,0x1000,Allocated
0,0x92b7e000,CM25,PagedPool,0x1000,Allocated
0,0x92f7f000,CM25,PagedPool,0x1000,Allocated
0,0x93779000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93f7b000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94364000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94765000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94b66000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x85dab000,Cont,NonPagedPool,0x1000,Allocated
0,0x88c07000,ArbA,PagedPool,0x1000,Allocated
0,0x84c37000,Cont,NonPagedPool,0x1000,Allocated
0,0x85c33000,Cont,NonPagedPool,0x1000,Allocated
0,0x8603c000,Cont,NonPagedPool,0x1000,Allocated
0,0x935f0000,CM25,PagedPool,0x4000,Allocated
0,0x965e4000,CM25,PagedPool,0x1000,Allocated
0,0x92df6000,CM25,PagedPool,0x1000,Allocated
0,0x92c6e000,CM25,PagedPool,0x1000,Allocated
0,0x93069000,CM25,PagedPool,0x1000,Allocated
0,0x931f1000,CM25,PagedPool,0x1000,Allocated
0,0x9286f000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x929f7000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93c6a000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x93df2000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94474000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x945ec000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94877000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x949ef000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9cdce000,MmRe,PagedPool,0x1cd0,Allocated
0,0x9206d000,MmRe,PagedPool,0x7ec0,Allocated
0,0x852ba000,Cont,NonPagedPool,0x8000,Allocated
0,0x87d0a000,WmDS,PagedPool,0x1218,Allocated
0,0x85101000,Cont,NonPagedPool,0x1000,Allocated
0,0x88d36000,NtFB,PagedPool,0x1808,Allocated
0,0x85d02000,Cont,NonPagedPool,0x1000,Allocated
0,0x85eb9000,Cont,NonPagedPool,0x1000,Allocated
0,0x8610d000,Cont,NonPagedPool,0x1000,Allocated
0,0x912eb000,CM25,PagedPool,0x1000,Allocated
0,0x92ae5000,CM25,PagedPool,0x1000,Allocated
0,0x92ee4000,CM25,PagedPool,0x1000,Allocated
0,0x936e2000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x92d5d000,CM25,PagedPool,0x1000,Allocated
0,0x9315a000,CM25,PagedPool,0x1000,Allocated
0,0x9295c000,CM31,PagedPoolCacheAligned,0x2000,Allocated
0,0x93ee0000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x942ff000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94547000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x946fe000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94944000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94afd000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x94d45000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9654f000,MmSt,Unknown choice 2147483649,0x4a70,Allocated
0,0x9694c000,MmRe,PagedPool,0x1590,Allocated
0,0x916ea000,CMA,PagedPool,0x1000,Allocated
0,0x9215e000,MmRe,PagedPool,0x1e40,Allocated
0,0x8578a000,Cont,NonPagedPool,0x1000,Allocated
0,0x85f88000,Cont,NonPagedPool,0x1000,Allocated
0,0x85e10000,Cont,NonPagedPool,0x1000,Allocated
0,0x913e4000,CM25,PagedPool,0x1000,Allocated
0,0x92bea000,CM25,PagedPool,0x1000,Allocated
0,0x92feb000,CM25,PagedPool,0x1000,Allocated
0,0x937ed000,CM31,PagedPoolCacheAligned,0x1000,Allocated
0,0x9124c000,CM25,PagedPool,0x1000,Allocated
0,0x92a42000,CM25,PagedPool,0x1000,Allocated
0,0x92e43000,CM25,PagedPool,0x1000,Allocated
