TreeDepth,Offset,RecordType,RecordNumber,LinkCount,MFTType,Permissions,AttributeType,Created,Modified,Updated,Accessed,Filename
1,0x8b9c74b0,FILE,2333,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,S-1-5-18
0,0x8b9c7850,FILE,2334,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:34:06.000000 ,2023-04-25 00:37:11.000000 ,2023-04-25 00:37:11.000000 ,2023-04-25 00:37:11.000000 ,N/A
1,0x8b9c78b0,FILE,2334,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,User
0,0x8b9c7c50,FILE,2335,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:49.000000 ,N/A
1,0x8b9c7cb0,FILE,2335,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,MIGRAT~1
1,0x8b9c7d20,FILE,2335,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,migration
0,0x8b9d7050,FILE,2396,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2023-04-24 14:41:43.000000 ,2023-04-24 14:41:43.000000 ,2023-04-24 14:41:43.000000 ,N/A
1,0x8b9d70b0,FILE,2396,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Trace
0,0x8b9d7450,FILE,2397,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:48.000000 ,N/A
1,0x8b9d74b0,FILE,2397,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,MUI
0,0x8b9d7850,FILE,2398,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2010-11-20 21:33:26.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:54.000000 ,N/A
1,0x8b9d78b0,FILE,2398,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,0409
0,0x8b9d7c50,FILE,2399,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:54.000000 ,N/A
1,0x8b9d7cb0,FILE,2399,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,dispspec
0,0x8b9da050,FILE,2408,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2009-07-14 02:37:08.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:08.000000 ,N/A
1,0x8b9da0b0,FILE,2408,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,pl-PL
0,0x8b9da450,FILE,2409,2,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:48.000000 ,N/A
1,0x8b9da4b0,FILE,2409,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,PRINTI~1
1,0x8b9da520,FILE,2409,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Printing_Admin_Scripts
0,0x8b9da850,FILE,2410,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:55.000000 ,N/A
1,0x8b9da8b0,FILE,2410,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x8b9dac50,FILE,2411,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2009-07-14 02:37:08.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:08.000000 ,N/A
1,0x8b9dacb0,FILE,2411,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,pt-BR
0,0x8b9db050,FILE,2412,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2009-07-14 02:37:08.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:08.000000 ,N/A
1,0x8b9db0b0,FILE,2412,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,pt-PT
0,0x8b9db450,FILE,2413,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2009-07-14 02:37:08.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:08.000000 ,N/A
1,0x8b9db4b0,FILE,2413,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,ras
0,0x8b9db850,FILE,2414,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:08.000000 ,2010-11-21 00:40:11.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:40:11.000000 ,N/A
1,0x8b9db8b0,FILE,2414,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Recovery
0,0x8b9dbc50,FILE,2415,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2023-04-24 14:39:51.000000 ,2023-04-24 14:39:51.000000 ,2023-04-24 14:39:51.000000 ,N/A
1,0x8b9dbcb0,FILE,2415,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,restore
0,0x8b9df050,FILE,2428,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2010-11-20 21:35:05.000000 ,2023-04-25 01:34:30.000000 ,2010-11-20 21:35:05.000000 ,N/A
1,0x8b9df0b0,FILE,2428,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Machine
0,0x8b9df450,FILE,2429,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 04:52:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:30.000000 ,N/A
1,0x8b9df4b0,FILE,2429,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Speech
0,0x8b9df850,FILE,2430,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2010-11-20 21:33:29.000000 ,2023-04-25 01:34:30.000000 ,2010-11-20 21:33:29.000000 ,N/A
1,0x8b9df8b0,FILE,2430,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Common
0,0x8b9dfc50,FILE,2431,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:30.000000 ,N/A
1,0x8b9dfcb0,FILE,2431,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Engines
0,0x8b9e0050,FILE,2432,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:48.000000 ,N/A
1,0x8b9e00b0,FILE,2432,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SR
0,0x8b9e0450,FILE,2433,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:48.000000 ,N/A
1,0x8b9e04b0,FILE,2433,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x8b9e0850,FILE,2434,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:48.000000 ,N/A
1,0x8b9e08b0,FILE,2434,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SpeechUX
0,0x8b9e0c50,FILE,2435,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:56.000000 ,N/A
1,0x8b9e0cb0,FILE,2435,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-gb
0,0x8b9e1050,FILE,2436,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:56.000000 ,N/A
1,0x8b9e10b0,FILE,2436,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-us
0,0x8b9e1450,FILE,2437,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 04:41:18.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:41:18.000000 ,N/A
1,0x8b9e14b0,FILE,2437,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,spool
0,0x8b9e1850,FILE,2438,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 04:42:24.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:42:24.000000 ,N/A
1,0x8b9e18b0,FILE,2438,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,drivers
0,0x8b9e1c50,FILE,2439,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:31.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:31.000000 ,N/A
1,0x8b9e1cb0,FILE,2439,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,color
0,0x8b9e2050,FILE,2440,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:42:24.000000 ,2009-07-14 04:42:24.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:42:24.000000 ,N/A
1,0x8b9e20b0,FILE,2440,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,IA64
0,0x8b9e2450,FILE,2441,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2023-04-24 14:40:19.000000 ,2023-04-24 14:40:19.000000 ,2023-04-24 14:40:19.000000 ,N/A
1,0x8b9e24b0,FILE,2441,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,w32x86
0,0x8b9e2850,FILE,2442,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2023-04-24 14:40:19.000000 ,2023-04-24 14:40:19.000000 ,2023-04-24 14:40:19.000000 ,N/A
1,0x8b9e28b0,FILE,2442,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,3
0,0x8b9e2c50,FILE,2443,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:38:48.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:48.000000 ,N/A
1,0x8b9e2cb0,FILE,2443,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x8b9e5050,FILE,2452,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:41:18.000000 ,2009-07-14 04:41:18.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:41:18.000000 ,N/A
1,0x8b9e50b0,FILE,2452,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SERVERS
0,0x8b9e5450,FILE,2453,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:30.000000 ,N/A
1,0x8b9e54b0,FILE,2453,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,tools
0,0x8b9e5850,FILE,2454,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2010-11-20 21:33:30.000000 ,2023-04-25 01:34:30.000000 ,2010-11-20 21:33:30.000000 ,N/A
1,0x8b9e58b0,FILE,2454,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,MICROS~1
1,0x8b9e5920,FILE,2454,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Microsoft XPS Document Writer
0,0x8b9e5c50,FILE,2455,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 02:37:09.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:09.000000 ,N/A
1,0x8b9e5cb0,FILE,2455,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,spp
0,0x8b9e9050,FILE,2468,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 02:37:09.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:09.000000 ,N/A
1,0x8b9e90b0,FILE,2468,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,sv-SE
0,0x8b9e9450,FILE,2469,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2023-04-25 00:37:12.000000 ,2023-04-25 00:37:12.000000 ,2023-04-25 00:37:12.000000 ,N/A
1,0x8b9e94b0,FILE,2469,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,sysprep
0,0x8b9e9850,FILE,2470,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:49.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:54.000000 ,N/A
1,0x8b9e98b0,FILE,2470,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x8b9e9c50,FILE,2471,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 04:54:35.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:54:35.000000 ,N/A
1,0x8b9e9cb0,FILE,2471,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Tasks
0,0x8b9ea050,FILE,2472,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 04:42:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:42:30.000000 ,N/A
1,0x8b9ea0b0,FILE,2472,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,MICROS~1
1,0x8b9ea120,FILE,2472,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Microsoft
0,0x8b9ea450,FILE,2473,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2023-04-25 00:37:28.000000 ,2023-04-25 00:37:28.000000 ,2023-04-25 00:37:28.000000 ,N/A
1,0x8b9ea4b0,FILE,2473,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Windows
0,0x8b9ea850,FILE,2474,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:41:15.000000 ,2009-07-14 04:41:15.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:41:15.000000 ,N/A
1,0x8b9ea8b0,FILE,2474,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,ACTIVE~1
1,0x8b9ea920,FILE,2474,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Active Directory Rights Management Services Client
0,0x8b9eac50,FILE,2475,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:42:10.000000 ,2009-07-14 04:42:10.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:42:10.000000 ,N/A
1,0x8b9eacb0,FILE,2475,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,AppID
0,0x8b9ef050,FILE,2492,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:09.000000 ,2009-07-14 04:53:52.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:53:52.000000 ,N/A
1,0x8b9ef0b0,FILE,2492,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,System
0,0x8b9ef450,FILE,2493,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:41:30.000000 ,2009-07-14 04:41:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:41:30.000000 ,N/A
1,0x8b9ef4b0,FILE,2493,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,POWERE~1
1,0x8b9ef520,FILE,2493,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Power Efficiency Diagnostics
0,0x8b9ef850,FILE,2494,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:42:30.000000 ,2009-07-14 04:53:54.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:53:54.000000 ,N/A
1,0x8b9ef8b0,FILE,2494,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,RAC
0,0x8b9efc50,FILE,2495,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:37:40.000000 ,2009-07-14 04:37:40.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:37:40.000000 ,N/A
1,0x8b9efcb0,FILE,2495,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Ras
0,0x8b9f1050,FILE,2500,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:37:20.000000 ,2009-07-14 04:37:20.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:37:20.000000 ,N/A
1,0x8b9f10b0,FILE,2500,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SOFTWA~1
1,0x8b9f1120,FILE,2500,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SoftwareProtectionPlatform
0,0x8b9f1450,FILE,2501,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:30.000000 ,N/A
1,0x8b9f14b0,FILE,2501,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SYNCCE~1
1,0x8b9f1520,FILE,2501,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SyncCenter
0,0x8b9f1850,FILE,2502,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:46:35.000000 ,2009-07-14 04:46:35.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:46:35.000000 ,N/A
1,0x8b9f18b0,FILE,2502,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SYSTEM~1
1,0x8b9f1920,FILE,2502,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,SystemRestore
0,0x8b9f1c50,FILE,2503,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:41:33.000000 ,2009-07-14 04:41:33.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:41:33.000000 ,N/A
1,0x8b9f1cb0,FILE,2503,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,TASKMA~1
1,0x8b9f1d20,FILE,2503,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Task Manager
0,0x8b9f4050,FILE,2512,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:46:36.000000 ,2009-07-14 04:46:36.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:46:36.000000 ,N/A
1,0x8b9f40b0,FILE,2512,2,DirInUse,0x0,FILE_NAME,2009-07-14 04:46:36.000000 ,2009-07-14 04:46:36.000000 ,2023-04-25 01:32:49.000000 ,2009-07-14 04:46:36.000000 ,WI7141~1
1,0x8b9f4120,FILE,2512,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Windows Media Sharing
0,0x8b9f4450,FILE,2513,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:42:25.000000 ,2009-07-14 04:42:25.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:42:25.000000 ,N/A
1,0x8b9f44b0,FILE,2513,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,WINDOW~3
1,0x8b9f4520,FILE,2513,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,WindowsBackup
0,0x8b9f4850,FILE,2514,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:42:30.000000 ,2009-07-14 04:42:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:42:30.000000 ,N/A
