TreeDepth,PID,Process,Offset,StartVPN,EndVPN,Tag,Protection,CommitCharge,PrivateMemory,Parent,File,Fileoutput
0,4,System,0x85410970,0x80000,0x9ffff,Vad ,PAGE_READWRITE,0,0,0x8413ab98,N/A,Disabled
0,4,System,0x85410880,0x40000,0x5ffff,Vad ,PAGE_READWRITE,0,0,0x85410970,N/A,Disabled
0,4,System,0x841af0d8,0x10000,0x32fff,Vad ,PAGE_READWRITE,0,0,0x85410880,N/A,Disabled
0,4,System,0x85410700,0x60000,0x7ffff,Vad ,PAGE_READWRITE,0,0,0x85410880,N/A,Disabled
0,4,System,0x82516598,0xc0000,0xc0fff,Vad ,PAGE_READWRITE,0,0,0x85410970,N/A,Disabled
0,4,System,0x853d65d0,0xa0000,0xbffff,Vad ,PAGE_READWRITE,0,0,0x82516598,N/A,Disabled
0,4,System,0x84139b60,0x777e0000,0x7791bfff,Vad ,PAGE_EXECUTE_WRITECOPY,9,0,0x82516598,\\Windows\\System32\\ntdll.dll,Disabled
0,268,smss.exe,0x8adb0e80,0x777e0000,0x7791bfff,Vad ,PAGE_EXECUTE_WRITECOPY,9,0,0x8adb05a8,\\Windows\\System32\\ntdll.dll,Disabled
0,268,smss.exe,0x85721130,0x200000,0x23ffff,VadS,PAGE_READWRITE,5,1,0x8adb0e80,N/A,Disabled
0,268,smss.exe,0x855d70b0,0x100000,0x100fff,Vad ,PAGE_READWRITE,0,0,0x85721130,N/A,Disabled
0,268,smss.exe,0x8559a488,0x0,0xfffff,VadS,PAGE_READWRITE,0,1,0x855d70b0,N/A,Disabled
0,268,smss.exe,0x857bb1e0,0x360000,0x39ffff,VadS,PAGE_READWRITE,5,1,0x85721130,N/A,Disabled
0,268,smss.exe,0x855a15b0,0x240000,0x33ffff,VadS,PAGE_READWRITE,24,1,0x857bb1e0,N/A,Disabled
0,268,smss.exe,0x85645670,0x47b20000,0x47b32fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x857bb1e0,\\Windows\\System32\\smss.exe,Disabled
0,268,smss.exe,0x8557f0d0,0x7ffdc000,0x7ffdcfff,Vadl,PAGE_READWRITE,1,1,0x8adb0e80,N/A,Disabled
0,268,smss.exe,0x85591d38,0x7ffb0000,0x7ffd2fff,Vad ,PAGE_READONLY,0,0,0x8557f0d0,N/A,Disabled
0,268,smss.exe,0x8587edf0,0x77a20000,0x77a20fff,Vad ,PAGE_EXECUTE_WRITECOPY,0,0,0x85591d38,\\Windows\\System32\\apisetschema.dll,Disabled
0,268,smss.exe,0x85be7ad0,0x7ffdb000,0x7ffdbfff,Vadl,PAGE_READWRITE,1,1,0x85591d38,N/A,Disabled
0,268,smss.exe,0x855ed0d0,0x7ffdf000,0x7ffdffff,Vadl,PAGE_READWRITE,1,1,0x8557f0d0,N/A,Disabled
0,352,csrss.exe,0x82503748,0xbf0000,0x17effff,Vad ,PAGE_READONLY,0,0,0x8552c2a8,N/A,Disabled
0,352,csrss.exe,0x8552bfb8,0x320000,0x420fff,Vadm,PAGE_READONLY,0,0,0x82503748,N/A,Disabled
0,352,csrss.exe,0x861900b0,0x240000,0x24ffff,VadS,PAGE_READWRITE,3,1,0x8552bfb8,N/A,Disabled
0,352,csrss.exe,0x8614df58,0x1c0000,0x1cffff,Vad ,PAGE_READWRITE,0,0,0x861900b0,N/A,Disabled
0,352,csrss.exe,0x861ad960,0x180000,0x181fff,Vad ,PAGE_READWRITE,0,0,0x8614df58,N/A,Disabled
0,352,csrss.exe,0x8aca1690,0x100000,0x166fff,Vad ,PAGE_READONLY,0,0,0x861ad960,\\Windows\\System32\\locale.nls,Disabled
0,352,csrss.exe,0x853d7620,0x0,0xfffff,VadS,PAGE_READWRITE,0,1,0x8aca1690,N/A,Disabled
0,352,csrss.exe,0x8552c6c0,0x170000,0x176fff,Vad ,PAGE_READONLY,0,0,0x8aca1690,N/A,Disabled
0,352,csrss.exe,0x84bd04b8,0x1a0000,0x1a1fff,Vad ,PAGE_READONLY,0,0,0x861ad960,\\Windows\\Fonts\\vgasys.fon,Disabled
0,352,csrss.exe,0x841b1638,0x190000,0x190fff,Vadm,PAGE_READWRITE,1,1,0x84bd04b8,N/A,Disabled
0,352,csrss.exe,0x861c4060,0x1b0000,0x1b0fff,Vadm,PAGE_READWRITE,1,1,0x84bd04b8,N/A,Disabled
0,352,csrss.exe,0x863c3bc0,0x200000,0x20ffff,Vad ,PAGE_READONLY,0,0,0x8614df58,N/A,Disabled
0,352,csrss.exe,0x863c1f78,0x1e0000,0x1fffff,Vad ,PAGE_READONLY,0,0,0x863c3bc0,N/A,Disabled
0,352,csrss.exe,0x863bf140,0x1d0000,0x1d6fff,Vad ,PAGE_READONLY,0,0,0x863c1f78,\\Windows\\Fonts\\marlett.ttf,Disabled
0,352,csrss.exe,0x82514ac0,0x220000,0x22ffff,Vad ,PAGE_READWRITE,0,0,0x863c3bc0,N/A,Disabled
0,352,csrss.exe,0x8aca1878,0x210000,0x21ffff,Vad ,PAGE_READWRITE,0,0,0x82514ac0,N/A,Disabled
0,352,csrss.exe,0x82523360,0x230000,0x23ffff,Vad ,PAGE_READWRITE,0,0,0x82514ac0,N/A,Disabled
0,352,csrss.exe,0x8248d980,0x280000,0x28ffff,Vad ,PAGE_READWRITE,0,0,0x861900b0,N/A,Disabled
0,352,csrss.exe,0x82469fc0,0x260000,0x26ffff,Vad ,PAGE_READWRITE,0,0,0x8248d980,N/A,Disabled
0,352,csrss.exe,0x82438540,0x250000,0x25ffff,Vad ,PAGE_READWRITE,0,0,0x82469fc0,N/A,Disabled
0,352,csrss.exe,0x82470240,0x270000,0x27ffff,Vad ,PAGE_READWRITE,0,0,0x82469fc0,N/A,Disabled
0,352,csrss.exe,0x8c0fee28,0x2c0000,0x2fffff,VadS,PAGE_READWRITE,5,1,0x8248d980,N/A,Disabled
0,352,csrss.exe,0x824a91c0,0x2a0000,0x2affff,Vad ,PAGE_READWRITE,0,0,0x8c0fee28,N/A,Disabled
0,352,csrss.exe,0x82496e88,0x290000,0x291fff,Vad ,PAGE_READWRITE,0,0,0x824a91c0,N/A,Disabled
0,352,csrss.exe,0x824e2c20,0x2b0000,0x2bffff,Vad ,PAGE_READWRITE,0,0,0x824a91c0,N/A,Disabled
0,352,csrss.exe,0x824e0958,0x310000,0x31ffff,Vad ,PAGE_READWRITE,0,0,0x8c0fee28,N/A,Disabled
0,352,csrss.exe,0x841b10e8,0x9b0000,0x9effff,VadS,PAGE_READWRITE,5,1,0x8552bfb8,N/A,Disabled
0,352,csrss.exe,0x841a1618,0x8b0000,0x8effff,VadS,PAGE_READWRITE,5,1,0x841b10e8,N/A,Disabled
0,352,csrss.exe,0x861b0580,0x540000,0x846fff,Vad ,PAGE_READONLY,0,0,0x841a1618,N/A,Disabled
0,352,csrss.exe,0x8555a4a0,0x440000,0x53ffff,VadS,PAGE_READWRITE,176,1,0x861b0580,N/A,Disabled
0,352,csrss.exe,0x824fc578,0x430000,0x43ffff,Vad ,PAGE_READWRITE,0,0,0x8555a4a0,N/A,Disabled
0,352,csrss.exe,0x86454f68,0x890000,0x89ffff,Vad ,PAGE_READWRITE,0,0,0x861b0580,N/A,Disabled
0,352,csrss.exe,0x841a56f8,0x850000,0x88ffff,VadS,PAGE_READWRITE,5,1,0x86454f68,N/A,Disabled
0,352,csrss.exe,0x8258fb30,0x8a0000,0x8affff,Vad ,PAGE_READWRITE,0,0,0x86454f68,N/A,Disabled
0,352,csrss.exe,0x825ce0a0,0x970000,0x97ffff,Vad ,PAGE_READWRITE,0,0,0x841a1618,N/A,Disabled
0,352,csrss.exe,0x85fa30a0,0x8f0000,0x96efff,Vad ,PAGE_READONLY,0,0,0x825ce0a0,\\Windows\\Fonts\\segoeui.ttf,Disabled
0,352,csrss.exe,0x8646aad0,0x990000,0x99ffff,Vad ,PAGE_READWRITE,0,0,0x825ce0a0,N/A,Disabled
0,352,csrss.exe,0x864594d8,0x980000,0x98ffff,Vad ,PAGE_READWRITE,0,0,0x8646aad0,N/A,Disabled
0,352,csrss.exe,0x86579f38,0xb30000,0xb3ffff,Vad ,PAGE_READWRITE,0,0,0x841b10e8,N/A,Disabled
0,352,csrss.exe,0x841a9e78,0xa10000,0xa4ffff,VadS,PAGE_READWRITE,5,1,0x86579f38,N/A,Disabled
0,352,csrss.exe,0x8249d810,0x9f0000,0x9fffff,Vad ,PAGE_READWRITE,0,0,0x841a9e78,N/A,Disabled
0,352,csrss.exe,0x843038b0,0xa00000,0xa0ffff,Vad ,PAGE_READWRITE,0,0,0x8249d810,N/A,Disabled
0,352,csrss.exe,0x85d36050,0xb20000,0xb2ffff,Vad ,PAGE_READWRITE,0,0,0x841a9e78,N/A,Disabled
0,352,csrss.exe,0x855ad128,0xa50000,0xb17fff,Vad ,PAGE_READONLY,0,0,0x85d36050,N/A,Disabled
0,352,csrss.exe,0x841a1328,0xb70000,0xbaffff,VadS,PAGE_READWRITE,5,1,0x86579f38,N/A,Disabled
0,352,csrss.exe,0x86877820,0xb50000,0xb5ffff,Vad ,PAGE_READWRITE,0,0,0x841a1328,N/A,Disabled
0,352,csrss.exe,0x866757d0,0xb40000,0xb4ffff,Vad ,PAGE_READWRITE,0,0,0x86877820,N/A,Disabled
0,352,csrss.exe,0x86348b08,0xbb0000,0xbeffff,VadS,PAGE_READWRITE,5,1,0x841a1328,N/A,Disabled
0,352,csrss.exe,0x85642658,0x75990000,0x7599cfff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82503748,\\Windows\\System32\\csrsrv.dll,Disabled
0,352,csrss.exe,0x82406798,0x1b30000,0x1b3ffff,Vad ,PAGE_READWRITE,0,0,0x85642658,N/A,Disabled
0,352,csrss.exe,0x8248b7d8,0x1930000,0x19affff,Vad ,PAGE_READONLY,0,0,0x82406798,N/A,Disabled
0,352,csrss.exe,0x82479938,0x1870000,0x18effff,Vad ,PAGE_READONLY,0,0,0x8248b7d8,N/A,Disabled
0,352,csrss.exe,0x82514df0,0x17f0000,0x186ffff,Vad ,PAGE_READONLY,0,0,0x82479938,N/A,Disabled
0,352,csrss.exe,0x8250d1a8,0x18f0000,0x192ffff,VadS,PAGE_READWRITE,5,1,0x82479938,N/A,Disabled
0,352,csrss.exe,0x866d1cf0,0x1a40000,0x1a4ffff,Vad ,PAGE_READWRITE,0,0,0x8248b7d8,N/A,Disabled
0,352,csrss.exe,0x8661ccc8,0x1a30000,0x1a3ffff,Vad ,PAGE_READWRITE,0,0,0x866d1cf0,N/A,Disabled
0,352,csrss.exe,0x8667d7e0,0x19b0000,0x1a2ffff,Vad ,PAGE_READONLY,0,0,0x8661ccc8,N/A,Disabled
0,352,csrss.exe,0x855a3e40,0x1a60000,0x1b1cfff,Vad ,PAGE_READONLY,0,0,0x866d1cf0,\\Windows\\Fonts\\arial.ttf,Disabled
0,352,csrss.exe,0x861835f8,0x49b50000,0x49b54fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82406798,\\Windows\\System32\\csrss.exe,Disabled
0,352,csrss.exe,0x85a59f08,0x1b80000,0x1b88fff,Vad ,PAGE_READONLY,0,0,0x861835f8,\\Windows\\Fonts\\dosapp.fon,Disabled
0,352,csrss.exe,0x85aaef08,0x1b70000,0x1b71fff,Vad ,PAGE_READONLY,0,0,0x85a59f08,\\Windows\\Fonts\\vgaoem.fon,Disabled
0,352,csrss.exe,0x856324b8,0x1b40000,0x1b4ffff,Vad ,PAGE_READWRITE,0,0,0x85aaef08,N/A,Disabled
0,352,csrss.exe,0x866b5978,0x1ba0000,0x1ba1fff,Vad ,PAGE_READONLY,0,0,0x85a59f08,\\Windows\\Fonts\\cga80woa.fon,Disabled
0,352,csrss.exe,0x85a59ec0,0x1b90000,0x1b91fff,Vad ,PAGE_READONLY,0,0,0x866b5978,\\Windows\\Fonts\\cga40woa.fon,Disabled
0,352,csrss.exe,0x86679930,0x1bb0000,0x1bb2fff,Vad ,PAGE_READONLY,0,0,0x866b5978,\\Windows\\Fonts\\ega40woa.fon,Disabled
0,352,csrss.exe,0x82411730,0x1c60000,0x1c9ffff,VadS,PAGE_READWRITE,5,1,0x86679930,N/A,Disabled
0,352,csrss.exe,0x82505500,0x758c0000,0x7591efff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x861835f8,\\Windows\\System32\\sxs.dll,Disabled
0,352,csrss.exe,0x8250c7b0,0x758b0000,0x758bbfff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82505500,\\Windows\\System32\\cryptbase.dll,Disabled
0,352,csrss.exe,0x8aca1d68,0x75950000,0x7597bfff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82505500,\\Windows\\System32\\winsrv.dll,Disabled
0,352,csrss.exe,0x852b9b68,0x75940000,0x75948fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x8aca1d68,\\Windows\\System32\\sxssrv.dll,Disabled
0,352,csrss.exe,0x8aca1d08,0x75980000,0x7598dfff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x8aca1d68,\\Windows\\System32\\basesrv.dll,Disabled
0,352,csrss.exe,0x8555ad90,0x777e0000,0x7791bfff,Vad ,PAGE_EXECUTE_WRITECOPY,9,0,0x85642658,\\Windows\\System32\\ntdll.dll,Disabled
0,352,csrss.exe,0x841a1c68,0x762f0000,0x763b8fff,Vadm,PAGE_EXECUTE_WRITECOPY,2,0,0x8555ad90,\\Windows\\System32\\user32.dll,Disabled
0,352,csrss.exe,0x8552c300,0x75e40000,0x75f13fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x841a1c68,\\Windows\\System32\\kernel32.dll,Disabled
0,352,csrss.exe,0x8aca18f8,0x75b60000,0x75ba9fff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x8552c300,\\Windows\\System32\\KernelBase.dll,Disabled
0,352,csrss.exe,0x8aca1468,0x760b0000,0x7614cfff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x8552c300,\\Windows\\System32\\usp10.dll,Disabled
0,352,csrss.exe,0x8250b940,0x76220000,0x762c0fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x8aca1468,\\Windows\\System32\\rpcrt4.dll,Disabled
0,352,csrss.exe,0x8aca1730,0x77480000,0x774cdfff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x841a1c68,\\Windows\\System32\\gdi32.dll,Disabled
0,352,csrss.exe,0x8aca13c8,0x77210000,0x772bbfff,Vad ,PAGE_EXECUTE_WRITECOPY,8,0,0x8aca1730,\\Windows\\System32\\msvcrt.dll,Disabled
0,352,csrss.exe,0x8aca1780,0x774d0000,0x774d9fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x8aca1730,\\Windows\\System32\\lpk.dll,Disabled
0,352,csrss.exe,0x841b01d8,0x7ffda000,0x7ffdafff,Vadl,PAGE_READWRITE,1,1,0x8555ad90,N/A,Disabled
0,352,csrss.exe,0x8555ab90,0x7ffb0000,0x7ffd2fff,Vad ,PAGE_READONLY,0,0,0x841b01d8,N/A,Disabled
0,352,csrss.exe,0x8551cec8,0x77a20000,0x77a20fff,Vad ,PAGE_EXECUTE_WRITECOPY,0,0,0x8555ab90,\\Windows\\System32\\apisetschema.dll,Disabled
0,352,csrss.exe,0x8aca10d0,0x7f6f0000,0x7f7effff,Vad ,PAGE_READWRITE,0,0,0x8551cec8,N/A,Disabled
0,352,csrss.exe,0x863b5968,0x7ffd8000,0x7ffd8fff,Vadl,PAGE_READWRITE,1,1,0x8555ab90,N/A,Disabled
0,352,csrss.exe,0x82514008,0x7ffd7000,0x7ffd7fff,Vadl,PAGE_READWRITE,1,1,0x863b5968,N/A,Disabled
0,352,csrss.exe,0x864681e8,0x7ffd6000,0x7ffd6fff,Vadl,PAGE_READWRITE,1,1,0x82514008,N/A,Disabled
0,352,csrss.exe,0x85a30f50,0x7ffd9000,0x7ffd9fff,Vadl,PAGE_READWRITE,1,1,0x863b5968,N/A,Disabled
0,352,csrss.exe,0x841b58e0,0x7ffdc000,0x7ffdcfff,Vadl,PAGE_READWRITE,1,1,0x841b01d8,N/A,Disabled
0,352,csrss.exe,0x841a19b0,0x7ffdb000,0x7ffdbfff,Vadl,PAGE_READWRITE,1,1,0x841b58e0,N/A,Disabled
0,352,csrss.exe,0x86348d80,0x7ffde000,0x7ffdefff,Vadl,PAGE_READWRITE,1,1,0x841b58e0,N/A,Disabled
0,352,csrss.exe,0x84c4e9d0,0x7ffdd000,0x7ffddfff,Vadl,PAGE_READWRITE,1,1,0x86348d80,N/A,Disabled
0,352,csrss.exe,0x86155d70,0x7ffdf000,0x7ffdffff,Vadl,PAGE_READWRITE,1,1,0x86348d80,N/A,Disabled
0,404,wininit.exe,0x841a96d8,0x75b60000,0x75ba9fff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x862972a8,\\Windows\\System32\\KernelBase.dll,Disabled
0,404,wininit.exe,0x863b9c88,0xb60000,0xb9ffff,VadS,PAGE_READWRITE,11,1,0x841a96d8,N/A,Disabled
0,404,wininit.exe,0x82503570,0x1f0000,0x20ffff,Vad ,PAGE_READONLY,0,0,0x863b9c88,N/A,Disabled
0,404,wininit.exe,0x851fe850,0xc0000,0xfffff,VadS,PAGE_READWRITE,8,1,0x82503570,N/A,Disabled
0,404,wininit.exe,0x8c17a3b8,0x20000,0x86fff,Vad ,PAGE_READONLY,0,0,0x851fe850,\\Windows\\System32\\locale.nls,Disabled
0,404,wininit.exe,0x8db6d140,0x10000,0x1ffff,Vad ,PAGE_READWRITE,0,0,0x8c17a3b8,N/A,Disabled
0,404,wininit.exe,0x8634ad70,0xa0000,0xa1fff,Vad ,PAGE_READWRITE,0,0,0x8c17a3b8,N/A,Disabled
0,404,wininit.exe,0x85a30130,0x90000,0x96fff,Vad ,PAGE_READONLY,0,0,0x8634ad70,N/A,Disabled
0,404,wininit.exe,0x86296408,0xb0000,0xb0fff,Vadm,PAGE_READWRITE,1,1,0x8634ad70,N/A,Disabled
0,404,wininit.exe,0x86296368,0x1d0000,0x1d0fff,Vadm,PAGE_READWRITE,1,1,0x851fe850,N/A,Disabled
0,404,wininit.exe,0x8c1d3198,0x100000,0x1c7fff,Vad ,PAGE_READONLY,0,0,0x86296368,N/A,Disabled
0,404,wininit.exe,0x85ce1140,0x1e0000,0x1effff,VadS,PAGE_READWRITE,3,1,0x86296368,N/A,Disabled
0,404,wininit.exe,0x82504fb8,0x2b0000,0x3affff,Vadm,PAGE_READWRITE,57,1,0x82503570,N/A,Disabled
0,404,wininit.exe,0x86348a00,0x230000,0x26ffff,VadS,PAGE_READWRITE,3,1,0x82504fb8,N/A,Disabled
0,404,wininit.exe,0x8248b8a8,0x210000,0x210fff,VadS,PAGE_READWRITE,1,1,0x86348a00,N/A,Disabled
0,404,wininit.exe,0x86348a28,0x940000,0x97ffff,VadS,PAGE_READWRITE,1,1,0x82504fb8,N/A,Disabled
0,404,wininit.exe,0x82503790,0x4c0000,0x7c6fff,Vad ,PAGE_READONLY,0,0,0x86348a28,N/A,Disabled
0,404,wininit.exe,0x86296530,0x3b0000,0x4b0fff,Vadm,PAGE_READONLY,0,0,0x82503790,N/A,Disabled
0,404,wininit.exe,0x824786c8,0xad0000,0xb0ffff,VadS,PAGE_READWRITE,8,1,0x86348a28,N/A,Disabled
0,404,wininit.exe,0x82503120,0x1a40000,0x1d0efff,Vad ,PAGE_READONLY,0,0,0x863b9c88,\\Windows\\Globalization\\Sorting\\SortDefault.nls,Disabled
0,404,wininit.exe,0x84bd06e8,0xe20000,0xe39fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82503120,\\Windows\\System32\\wininit.exe,Disabled
0,404,wininit.exe,0x863b4f90,0xca0000,0xcdffff,VadS,PAGE_READWRITE,1,1,0x84bd06e8,N/A,Disabled
0,404,wininit.exe,0x863c0058,0xbb0000,0xbeffff,VadS,PAGE_READWRITE,8,1,0x863b4f90,N/A,Disabled
0,404,wininit.exe,0x863c30c0,0xe40000,0x1a3ffff,Vad ,PAGE_READONLY,0,0,0x84bd06e8,N/A,Disabled
0,404,wininit.exe,0x8248c978,0x75820000,0x75827fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82503120,\\Windows\\System32\\secur32.dll,Disabled
0,404,wininit.exe,0x82486ab8,0x752f0000,0x7532bfff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x8248c978,\\Windows\\System32\\mswsock.dll,Disabled
0,404,wininit.exe,0x82486248,0x752e0000,0x752e5fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82486ab8,\\Windows\\System32\\wship6.dll,Disabled
0,404,wininit.exe,0x824868c0,0x74d70000,0x74d74fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82486248,\\Windows\\System32\\WSHTCPIP.DLL,Disabled
0,404,wininit.exe,0x8248b950,0x75450000,0x75457fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82486ab8,\\Windows\\System32\\credssp.dll,Disabled
0,404,wininit.exe,0x82503700,0x75860000,0x758abfff,Vad ,PAGE_EXECUTE_WRITECOPY,4,0,0x8248c978,\\Windows\\System32\\apphelp.dll,Disabled
0,404,wininit.exe,0x8248c878,0x75840000,0x7585afff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82503700,\\Windows\\System32\\sspicli.dll,Disabled
0,404,wininit.exe,0x86349900,0x75920000,0x7592dfff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x82503700,\\Windows\\System32\\RpcRtRemote.dll,Disabled
0,404,wininit.exe,0x824509c8,0x758b0000,0x758bbfff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x86349900,\\Windows\\System32\\cryptbase.dll,Disabled
0,404,wininit.exe,0x8597f058,0x75930000,0x7593afff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x86349900,\\Windows\\System32\\profapi.dll,Disabled
0,404,wininit.exe,0x85872a08,0x777e0000,0x7791bfff,Vad ,PAGE_EXECUTE_WRITECOPY,9,0,0x841a96d8,\\Windows\\System32\\ntdll.dll,Disabled
0,404,wininit.exe,0x862963b8,0x762f0000,0x763b8fff,Vadm,PAGE_EXECUTE_WRITECOPY,2,0,0x85872a08,\\Windows\\System32\\user32.dll,Disabled
0,404,wininit.exe,0x86296cd0,0x760b0000,0x7614cfff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x862963b8,\\Windows\\System32\\usp10.dll,Disabled
0,404,wininit.exe,0x91af75c0,0x75e40000,0x75f13fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x86296cd0,\\Windows\\System32\\kernel32.dll,Disabled
0,404,wininit.exe,0x8597f008,0x76220000,0x762c0fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x86296cd0,\\Windows\\System32\\rpcrt4.dll,Disabled
0,404,wininit.exe,0x82486dc8,0x76150000,0x76184fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x8597f008,\\Windows\\System32\\ws2_32.dll,Disabled
0,404,wininit.exe,0x85ae58a8,0x762d0000,0x762eefff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x8597f008,\\Windows\\System32\\imm32.dll,Disabled
0,404,wininit.exe,0x8c17a690,0x77480000,0x774cdfff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x862963b8,\\Windows\\System32\\gdi32.dll,Disabled
0,404,wininit.exe,0x85ae5860,0x77210000,0x772bbfff,Vad ,PAGE_EXECUTE_WRITECOPY,8,0,0x8c17a690,\\Windows\\System32\\msvcrt.dll,Disabled
0,404,wininit.exe,0x82486d80,0x77200000,0x77205fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x85ae5860,\\Windows\\System32\\nsi.dll,Disabled
0,404,wininit.exe,0x8597f0a0,0x772c0000,0x772d8fff,Vad ,PAGE_EXECUTE_WRITECOPY,4,0,0x85ae5860,\\Windows\\System32\\sechost.dll,Disabled
0,404,wininit.exe,0x825536e8,0x77670000,0x7770ffff,Vad ,PAGE_EXECUTE_WRITECOPY,5,0,0x8c17a690,\\Windows\\System32\\advapi32.dll,Disabled
0,404,wininit.exe,0x922754e0,0x774d0000,0x774d9fff,Vad ,PAGE_EXECUTE_WRITECOPY,2,0,0x825536e8,\\Windows\\System32\\lpk.dll,Disabled
0,404,wininit.exe,0x8c1d3150,0x77710000,0x777dbfff,Vad ,PAGE_EXECUTE_WRITECOPY,3,0,0x825536e8,\\Windows\\System32\\msctf.dll,Disabled
0,404,wininit.exe,0x841a1008,0x7ffb0000,0x7ffd2fff,Vad ,PAGE_READONLY,0,0,0x85872a08,N/A,Disabled
0,404,wininit.exe,0x841ad178,0x77a20000,0x77a20fff,Vad ,PAGE_EXECUTE_WRITECOPY,0,0,0x841a1008,\\Windows\\System32\\apisetschema.dll,Disabled
0,404,wininit.exe,0x8f9d7558,0x7f6f0000,0x7f7effff,Vad ,PAGE_READONLY,0,0,0x841ad178,N/A,Disabled
0,404,wininit.exe,0x82504520,0x7ffdb000,0x7ffdbfff,Vadl,PAGE_READWRITE,1,1,0x841a1008,N/A,Disabled
0,404,wininit.exe,0x841aad90,0x7ffd7000,0x7ffd7fff,Vadl,PAGE_READWRITE,1,1,0x82504520,N/A,Disabled
0,404,wininit.exe,0x82486008,0x7ffd9000,0x7ffd9fff,Vadl,PAGE_READWRITE,1,1,0x841aad90,N/A,Disabled
0,404,wininit.exe,0x8614d2c8,0x7ffdf000,0x7ffdffff,Vadl,PAGE_READWRITE,1,1,0x82504520,N/A,Disabled
0,412,csrss.exe,0x82502c30,0xf20000,0xf5ffff,VadS,PAGE_READWRITE,5,1,0x8614d5f8,N/A,Disabled
0,412,csrss.exe,0x82500ec0,0xd30000,0xd30fff,Vadm,PAGE_READWRITE,1,1,0x82502c30,N/A,Disabled
0,412,csrss.exe,0x82524f00,0x260000,0x26ffff,Vad ,PAGE_READWRITE,0,0,0x82500ec0,N/A,Disabled
0,412,csrss.exe,0x863483d8,0x110000,0x20ffff,VadS,PAGE_READWRITE,160,1,0x82524f00,N/A,Disabled
0,412,csrss.exe,0x84b7a290,0x0,0xfffff,VadS,PAGE_READWRITE,0,1,0x863483d8,N/A,Disabled
0,412,csrss.exe,0x82548c38,0x100000,0x106fff,Vad ,PAGE_READONLY,0,0,0x84b7a290,N/A,Disabled
0,412,csrss.exe,0x8656bef0,0x220000,0x228fff,VadS,PAGE_READWRITE,9,1,0x863483d8,N/A,Disabled
0,412,csrss.exe,0x82548bf0,0x210000,0x211fff,Vad ,PAGE_READWRITE,0,0,0x8656bef0,N/A,Disabled
0,412,csrss.exe,0x863c1608,0x240000,0x240fff,Vadm,PAGE_READWRITE,1,1,0x8656bef0,N/A,Disabled
0,412,csrss.exe,0x8634aa98,0x230000,0x23ffff,VadS,PAGE_READWRITE,3,1,0x863c1608,N/A,Disabled
0,412,csrss.exe,0x863c15b8,0x250000,0x252fff,Vadm,PAGE_READWRITE,3,1,0x863c1608,N/A,Disabled
0,412,csrss.exe,0x8428fc60,0x740000,0x75cfff,Vad ,PAGE_READONLY,0,0,0x82524f00,\\Windows\\Fonts\\lucon.ttf,Disabled
0,412,csrss.exe,0x8634aac0,0x2a0000,0x306fff,Vad ,PAGE_READONLY,0,0,0x8428fc60,\\Windows\\System32\\locale.nls,Disabled
0,412,csrss.exe,0x8252a930,0x270000,0x276fff,Vad ,PAGE_READONLY,0,0,0x8634aac0,\\Windows\\Fonts\\marlett.ttf,Disabled
0,412,csrss.exe,0x82527618,0x280000,0x29ffff,Vad ,PAGE_READONLY,0,0,0x8252a930,N/A,Disabled
0,412,csrss.exe,0x82564c48,0x420000,0x726fff,Vad ,PAGE_READONLY,0,0,0x8634aac0,N/A,Disabled
