TreeDepth,Offset,Name,Size
0,0x35dc5250,\\Windows\\System32\\linkinfo.dll,128
0,0x35dc55e8,\\Users\\Hoxed\\AppData\\Roaming\\Microsoft\\Internet Explorer\\Quick Launch\\User Pinned,128
0,0x35dc5718,\\Users\\Hoxed\\AppData\\Roaming\\Microsoft\\Internet Explorer\\Quick Launch\\User Pinned,128
0,0x35dc57d0,\\Users\\Hoxed\\Desktop,128
0,0x35dc5ad8,\\Program Files\\desktop.ini,128
0,0x35f861f0,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\Burn\\Burn\\desktop.ini,128
0,0x35f86bd8,\\Windows\\System32\\drivers\\bowser.sys,128
0,0x35f86c98,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2,128
0,0x35f88710,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\AppID\\VerifiedPublisherCertStoreCheck,128
0,0x36085418,\\Windows\\System32\\dxgi.dll,128
0,0x36085628,\\Windows\\System32\\dwmredir.dll,128
0,0x369033b0,\\Windows\\System32\\en-US\\mmres.dll.mui,128
0,0x369035a0,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2,128
0,0x36903bb8,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Autochk\\Proxy,128
0,0x3694d520,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\AppID\\PolicyConverter,128
0,0x3694d770,\\Windows\\winsxs\\Manifests\\x86_policy.9.0.microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.6161_none_ed01d9e4fb230e88.manifest,128
0,0x3694d990,\\Program Files\\VMware\\VMware Tools\\sigc-2.0.dll,128
0,0x3694dd30,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Application Experience\\AitAgent,128
0,0x3694df80,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,128
0,0x369c8268,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat,128
0,0x369c8630,\\Windows\\System32\\tbs.dll,128
0,0x369c8c88,\\Users\\Hoxed\\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms,128
0,0x369c8e48,\\Users\\Hoxed\\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf,128
0,0x36b47038,\\Windows\\System32\\dnsrslvr.dll,128
0,0x36b47878,\\Windows\\System32\\dnsext.dll,128
0,0x36b47930,\\Windows\\System32\\drivers\\etc,128
0,0x36ba60a0,\\,128
0,0x36e611b8,\\Windows\\System32\\rstrui.exe,128
0,0x36e613a0,\\Windows\\System32\\en-US\\msinfo32.exe.mui,128
0,0x36e61760,\\Windows\\System32\\msinfo32.exe,128
0,0x36e61948,\\Windows\\System32\\en-US\\wdc.dll.mui,128
0,0x36e61d98,\\Windows\\System32\\dfrgui.exe,128
0,0x36e61e50,\\Windows\\System32\\wdc.dll,128
0,0x37012750,\\Windows\\System32\\schedcli.dll,128
0,0x37012b90,\\Windows\\System32\\d3d10_1core.dll,128
0,0x37195038,\\Windows\\System32\\taskcomp.dll,128
0,0x37195138,\\Windows\\System32\\mpr.dll,128
0,0x371957c0,\\Windows\\System32\\userinit.exe,128
0,0x37195ba0,\\Windows\\Tasks\\SCHEDLGU.TXT,128
0,0x372d4290,\\Windows\\System32\\DriverStore\\FileRepository\\oemprint.inf_x86_neutral_fdc3eb6dfd46a532\\i386\\TPPrnUIcsy.dll,128
0,0x372d45e0,\\Windows\\System32,128
0,0x372d47a0,\\Windows\\System32\\oleaccrc.dll,128
0,0x372d49b0,\\Windows\\Fonts\\cambriai.ttf,128
0,0x373dae18,\\Windows\\System32\\SearchFolder.dll,128
0,0x373daf80,\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\Administrative Tools\\Event Viewer.lnk,128
0,0x37a5c3a0,\\Windows\\System32\\LogFiles\\Scm\\9f54b95f-5096-4803-ae61-e9b3ac5b616d,128
0,0x37a5c920,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57,128
0,0x37a5cbc0,\\Windows\\System32\\LogFiles\\Scm\\9efacbe6-a797-4905-a0c6-014cd3000dbb,128
0,0x37a5ce70,\\Windows\\System32\\drivers\\rfcomm.sys,128
0,0x37ae2498,\\$Directory,128
0,0x37ae2550,\\ProgramData\\Microsoft\\Windows\\Caches\\cversions.2.db,128
0,0x37ae2728,\\ProgramData\\Microsoft\\Windows\\Caches\\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db,128
0,0x37ae27e0,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\DiskDiagnostic\\Microsoft-Windows-DiskDiagnosticDataCollector,128
0,0x37b9d650,\\Windows\\System32\\drivers\\bthenum.sys,128
0,0x37ee52e8,\\$Directory,128
0,0x37ee5458,\\Windows\\System32\\DisplaySwitch.exe,128
0,0x37ee5700,\\Windows\\System32\\wucltux.dll,128
0,0x37ee57b8,\\Program Files\\Windows Sidebar\\sidebar.exe,128
0,0x37ee5b50,\\Windows\\System32\\sud.dll,128
0,0x37ee5f80,\\Windows\\System32\\vsocklib.dll,128
0,0x38166198,\\ProgramData\\Microsoft\\Windows\\Caches\\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000007.db,128
0,0x38166540,\\Windows\\System32\\LogFiles\\Scm\\e8164c0d-216c-4b6b-9eb8-31bf958b8014,128
0,0x382e51d8,\\Windows\\System32\\LogFiles\\Scm\\071d41b6-8806-4eb0-b661-6cb67be6e86e,128
0,0x384b3288,\\Windows\\System32\\fsquirt.exe,128
0,0x384b3340,\\Windows\\System32\\en-US\\SoundRecorder.exe.mui,128
0,0x384b3928,\\Windows\\System32\\WindowsAnytimeUpgradeui.exe,128
0,0x384b39e0,\\Windows\\System32\\en-US\\windowsanytimeupgradeui.exe.mui,128
0,0x384b3de8,\\Windows\\System32\\xpsrchvw.exe,128
0,0x3859d550,\\Windows\\System32\\miguiresource.dll,128
0,0x3859d720,\\Windows\\System32\\MdSched.exe,128
0,0x3859d920,\\Windows\\System32\\PhotoMetadataHandler.dll,128
0,0x386ac898,\\Windows\\SoftwareDistribution\\ReportingEvents.log,128
0,0x386acaa8,\\Windows\\System32\\winmm.dll,128
0,0x386acba8,\\$Directory,128
0,0x386ace18,\\Windows\\System32\\vm3dum_10.dll,128
0,0x38b6d290,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Shell\\WindowsParentalControlsMigration,128
0,0x38d63d68,\\Windows\\System32\\dhcpcsvc6.dll,128
0,0x38d63d68,\\Windows\\System32\\dhcpcsvc6.dll,128
0,0x38d63e20,\\Users\\Hoxed\\Desktop\\7z2201.exe,128
0,0x38d82428,\\Windows\\System32\\atl.dll,128
0,0x38d82cc8,\\Windows\\System32\\slc.dll,128
0,0x39023c70,\\Endpoint,128
0,0x3907c038,\\Windows\\System32\\en-US\\fsquirt.exe.mui,128
0,0x3907c648,\\Windows\\System32\\mblctr.exe,128
0,0x3907cb90,\\Windows\\System32\\mstsc.exe,128
0,0x3907cd78,\\Windows\\System32\\en-US\\DisplaySwitch.exe.mui,128
0,0x39087c98,\\ProgramData\\Microsoft\\User Account Pictures\\user.bmp,128
0,0x3913b650,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\RAC\\RacTask,128
0,0x391787c0,\\Program Files\\VMware\\VMware Tools\\gmodule-2.0.dll,128
0,0x39178ab0,\\Windows\\System32\\networkexplorer.dll,128
0,0x39178b88,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57,128
0,0x39178db0,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57,128
0,0x39237038,\\Windows\\Fonts\\upcfbi.ttf,128
0,0x392370f8,\\Program Files\\VMware\\VMware Tools\\VMware VGAuth\\xsec_1_6.dll,128
0,0x39237318,\\$Directory,128
0,0x39237578,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Registry\\RegIdleBackup,128
0,0x39237cd0,\\Windows\\System32\\LogFiles\\Scm\\b9bee219-c29e-4310-819c-147a5a0e045e,128
0,0x39284c38,\\Windows\\System32\\offfilt.dll,128
0,0x39284f00,\\Windows\\System32\\gpsvc.dll,128
0,0x39307f80,\\Windows\\Registration\\R000000000006.clb,128
0,0x393c33e8,\\autoexec.bat,128
0,0x393c3bb8,\\emicinwave,128
0,0x393c3e48,\\Windows\\System32\\nlhtml.dll,128
0,0x393f6110,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\WDI\\ResolutionHost,128
0,0x393f6330,\\Windows\\System32\\LogFiles\\Scm\\0e12083c-0335-49db-9542-ba1ec6d83ecc,128
0,0x393f6478,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Time Synchronization\\SynchronizeTime,128
0,0x393f65e0,\\Program Files\\VMware\\VMware Tools\\VMware VGAuth\\ssleay32.dll,128
0,0x393f6990,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Application Experience\\ProgramDataUpdater,128
0,0x393f6b68,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\SoftwareProtectionPlatform\\SvcRestartTask,128
0,0x393f6cd0,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57,128
0,0x393f6ec8,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57,128
0,0x393f6f80,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Power Efficiency Diagnostics\\AnalyzeSystem,128
0,0x3967c158,\\Windows\\System32\\Tasks\\Microsoft\\Windows Defender\\MP Scheduled Scan,128
0,0x3967c408,\\Windows\\System32\\LogFiles\\Scm\\50fb5a03-0e1e-48de-b8a1-bee9d7d2cd0f,128
0,0x3967c4c0,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Ras\\MobilityManager,128
0,0x3967c580,\\Windows\\Fonts\\andlso.ttf,128
0,0x3967c928,\\Windows\\System32\\LogFiles\\Scm\\2bd05ba6-988d-4bd3-a9cd-9a39f80af524,128
0,0x3967cb58,\\Windows\\System32\\midimap.dll,128
0,0x3967cd30,\\SystemRoot\\System32\\Config\\TxR\\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR,128
0,0x397401c0,\\Windows\\System32,128
0,0x39740440,\\Windows\\System32\\LogFiles\\Scm\\e6f3a527-8b0b-43fa-94eb-584032761924,128
0,0x39740a18,\\Windows\\System32\\LogFiles\\Scm\\f1369a11-e983-4458-b390-712efa1cba44,128
0,0x39740c28,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\TextServicesFramework\\MsCtfMonitor,128
0,0x398fe350,\\Endpoint,128
0,0x398fe620,\\Windows\\System32\\msacm32.drv,128
0,0x398fe6d8,\\Windows\\System32\\LogFiles\\Scm\\60158c7a-6808-42cd-95ee-afd9a57925db,128
0,0x398fe858,\\Windows\\System32\\LogFiles\\Scm\\4040e761-8758-4007-b2fe-142b24bf4b16,128
0,0x398febd0,\\Windows\\System32\\LogFiles\\Scm\\5b184694-64c3-4633-94c5-945b3fa561d6,128
0,0x39c0f878,\\Windows\\System32,128
0,0x39d4b430,\\Windows\\System32\\winevt\\Logs\\Security.evtx,128
0,0x39d4c120,\\lsass,128
0,0x39d4c3c8,\\Windows\\System32\\dsrole.dll,128
0,0x3a188710,\\Windows\\Registration\\R000000000006.clb,128
0,0x3a1887f8,\\Windows\\Fonts\\timesbd.ttf,128
0,0x3a1889f8,\\Windows\\System32\\DHCPQEC.DLL,128
0,0x3a214738,\\Windows\\System32\\ktmw32.dll,128
0,0x3a3049b0,\\Windows\\Fonts,128
0,0x3a304b80,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\FontCache-System.dat,128
0,0x3a389368,\\Windows\\System32\\intl.cpl,128
0,0x3a389828,\\Windows\\System32\\WinSAT.exe,128
0,0x3a389960,\\Windows\\System32\\shacct.dll,128
0,0x3a389cd8,\\Windows\\System32\\DFDWiz.exe,128
0,0x3a389eb8,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Winlogon%4Operational.evtx,128
0,0x3a4f4c08,\\Windows\\System32\\drivers\\bthport.sys,128
0,0x3a4fb530,\\Windows\\System32\\cscapi.dll,128
0,0x3a584ad8,\\Windows\\System32,128
0,0x3a68e1b8,\\Windows\\winsxs\\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\\comctl32.dll.mui,128
0,0x3a78ede8,\\Windows\\System32\\microsoft-windows-kernel-power-events.dll,128
0,0x3a7cd4f0,\\Users\\Public\\Pictures\\Sample Pictures\\Koala.jpg,128
0,0x3a7cd658,\\ProgramData\\Microsoft\\Search\\Data\\Applications\\Windows\\Projects\\SystemIndex\\Indexer\\CiFiles\\CiAD0002.002,128
0,0x3aafc3c0,\\Windows\\Registration\\R000000000006.clb,128
0,0x3aafcae8,\\$Directory,128
0,0x3aafcba0,\\Windows\\inf\\oem10.PNF,128
0,0x3adba2c0,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\PerfTrack\\BackgroundConfigSurveyor,128
0,0x3adba650,\\$Directory,128
0,0x3adba870,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\MemoryDiagnostic\\DecompressionFailureDetector,128
0,0x3adba9f0,\\Windows\\System32\\LogFiles\\Scm\\7d3c7871-a917-4ef0-82e8-5f0a96423051,128
0,0x3adbabe8,\\$Directory,128
0,0x3ae98640,\\Windows\\Fonts\\simpbdo.ttf,128
0,0x3b303278,\\Windows\\System32\\SndVolSSO.dll,128
0,0x3b303d98,\\Windows\\inf\\setupapi.ev3,128
0,0x3b303e50,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx,128
0,0x3b303f08,\\Windows\\System32\\uxtheme.dll,128
0,0x3b39a038,\\Windows\\Resources\\Themes\\Aero\\aero.msstyles,128
0,0x3b39a460,\\Windows\\System32\\mf.dll,128
0,0x3b39a5a8,\\Users\\Public\\Music\\Sample Music\\Maid with the Flaxen Hair.mp3,128
0,0x3b39a940,\\Windows\\System32\\UXInit.dll,128
0,0x3b495508,\\$Directory,128
0,0x3b495650,\\Windows\\System32\\WindowsPowerShell\\v1.0\\en-US\\powershell.exe.mui,128
0,0x3b495800,\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe,128
0,0x3b495aa0,\\Windows\\System32\\mycomput.dll,128
0,0x3b495f80,\\Windows\\System32\\migwiz\\wet.dll,128
0,0x3b5506c8,\\Windows\\System32\\input.dll,128
0,0x3b550968,\\$Directory,128
0,0x3b550c20,\\Windows\\Fonts\\mriam.ttf,128
0,0x3b5843b0,\\Endpoint,128
0,0x3b5c6320,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Dhcp-Client%4Admin.evtx,128
0,0x3b5c6f80,\\Windows\\ServiceProfiles\\LocalService\\AppData\\Local\\lastalive1.dat,128
0,0x3b60f960,\\Windows\\System32\\uDWM.dll,128
0,0x3b60fe00,\\Windows\\System32\\FWPUCLNT.DLL,128
0,0x3b659be0,\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\Sidebar.lnk,128
0,0x3b659c98,\\Windows\\System32\\wbemcomn.dll,128
0,0x3b7d7690,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx,128
0,0x3b7d78d8,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx,128
0,0x3b7d7ac0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Kernel-WHEA%4Errors.evtx,128
0,0x3b7d7df0,\\Windows\\System32\\PSHED.DLL,128
0,0x3b84c428,\\Windows\\System32\\imageres.dll,128
0,0x3b84cbe0,\\Windows\\inf\\setupapi.ev1,128
0,0x3badc530,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat{7290d4c6-e301-11ed-b870-d8fc93a830fd}.TMContainer00000000000000000001.regtrans-ms,128
0,0x3badcca8,\\$Directory,128
0,0x3badcec8,\\$Directory,128
0,0x3badcf80,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat{7290d4c6-e301-11ed-b870-d8fc93a830fd}.TM.blf,128
0,0x3bb4b1a8,\\Windows\\System32\\wbem\\Repository\\MAPPING3.MAP,128
0,0x3bb4b538,\\Windows\\System32\\aepic.dll,128
0,0x3bb4b7e0,\\Program Files\\Windows Defender\\MpRTP.dll,128
0,0x3bbc2848,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57,128
0,0x3bbdcc20,\\Windows\\System32\\SampleRes.dll,128
0,0x3bc07860,\\Windows\\System32\\DriverStore\\FileRepository\\oemprint.inf_x86_neutral_fdc3eb6dfd46a532\\i386\\TPPrnUIptb.dll,128
0,0x3bcdb260,,-1160
0,0x3bd8a9e8,\\Windows\\System32\\fveapi.dll,128
0,0x3bd8af80,\\Users\\Hoxed\\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms,128
0,0x3bd91038,\\Windows\\System32\\perftrack.dll,128
0,0x3bd919f8,\\Windows\\System32\\xmllite.dll,128
0,0x3bd91ec8,\\Windows\\System32\\dwmapi.dll,128
0,0x3bddc270,\\Program Files\\VMware\\VMware Tools\\hgfs.dll,128
0,0x3bddced8,\\Windows\\System32,128
0,0x3be0e960,\\Windows\\System32\\sfc_os.dll,128
0,0x3be48770,\\Windows\\System32\\pcwum.dll,128
0,0x3be48bc8,\\$ConvertToNonresident,128
0,0x3be84348,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT.LOG2,128
0,0x3be845d0,\\Windows\\System32\\shfolder.dll,128
0,0x3bf83878,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57\\msvcp90.dll,128
0,0x3bf9c648,\\Program Files\\Windows NT\\TableTextService\\TableTextService.dll,128
0,0x3bf9c700,\\Windows\\System32\\en-US\\KernelBase.dll.mui,128
0,0x3bf9cbb8,\\Windows\\Fonts\\StaticCache.dat,128
0,0x3c004a20,\\Windows\\winsxs\\Manifests\\x86_policy.9.0.microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_f480bfaef65491a5.manifest,128
0,0x3c183038,\\plugplay,128
0,0x3c2422d0,\\$ConvertToNonresident,128
0,0x3c242ac8,\\Windows\\System32\\dwm.exe,128
0,0x3c2854f8,\\Windows\\System32\\wscsvc.dll,128
0,0x3c285760,\\Windows\\System32\\en-US\\WpdBusEnum.dll.mui,128
0,0x3c285910,\\Windows\\System32\\wuaueng.dll,128
0,0x3c285b78,\\Windows\\System32\\en-US\\wpcsvc.dll.mui,128
0,0x3c285d28,\\Windows\\System32\\wpdbusenum.dll,128
0,0x3c285e70,\\Windows\\System32\\wpcsvc.dll,128
0,0x3c28c698,\\LSM_API_service,128
0,0x3c28c828,\\LSM_API_service,128
0,0x3c28c9e0,\\LSM_API_service,128
0,0x3c28cc68,\\Windows\\System32\\HelpPaneProxy.dll,128
0,0x3c28ce48,\\Windows\\System32\\mspaint.exe,128
0,0x3c30d890,\\Endpoint,128
0,0x3c583038,\\Windows\\System32\\wlansvc.dll,128
0,0x3c583328,\\$Directory,128
0,0x3c583448,\\Program Files\\Windows Media Player\\wmpnetwk.exe,128
0,0x3c583808,\\$Directory,128
0,0x3c583950,\\Program Files\\Windows Media Player\\en-US\\wmpnetwk.exe.mui,128
0,0x3c583a70,\\Windows\\System32\\wbem\\en-US\\WmiApSrv.exe.mui,128
0,0x3c583f80,\\Windows\\System32\\wbem\\WmiApSrv.exe,128
0,0x3c58a390,\\Windows\\Fonts\\gautamib.ttf,128
0,0x3c591118,\\eventlog,128
0,0x3c591260,\\Windows\\System32\\tzres.dll,128
0,0x3c612b50,\\eventlog,128
0,0x3c612c08,\\eventlog,128
0,0x3c612f80,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\Explorer\\thumbcache_idx.db,128
0,0x3c746248,\\Windows\\System32\\SCardSvr.dll,128
0,0x3c746390,\\Windows\\System32\\en-US\\SCardSvr.dll.mui,128
0,0x3c7465f8,\\Windows\\System32\\en-US\\samsrv.dll.mui,128
0,0x3c746718,\\Windows\\System32\\Locator.exe,128
0,0x3c746860,\\Windows\\System32\\en-US\\Locator.exe.mui,128
0,0x3c746980,\\Windows\\System32\\en-US\\RpcEpMap.dll.mui,128
0,0x3c746b30,\\Windows\\System32\\mprdim.dll,128
0,0x3c746ec8,\\Windows\\System32\\RpcEpMap.dll,128
0,0x3c746f80,\\Windows\\System32\\regsvc.dll,128
0,0x3c753400,\\$Directory,128
0,0x3c753840,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat.LOG2,128
0,0x3c811c80,\\Windows\\System32,128
0,0x3c81a7f0,\\Endpoint,128
0,0x3c81a938,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT.LOG2,128
0,0x3c81a9f0,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf,128
0,0x3c81ab30,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT.LOG1,128
0,0x3c81abe8,\\Windows\\ServiceProfiles\\LocalService\\NTUSER.DAT,128
0,0x3c82a348,\\Windows\\System32\\iscsicpl.dll,128
0,0x3c82a400,\\Windows\\System32\\en-US\\MdSched.exe.mui,128
0,0x3c82a9f8,\\Windows\\System32\\en-US\\odbcint.dll.mui,128
0,0x3c82ab48,\\Windows\\System32\\odbcint.dll,128
0,0x3c82af80,\\Windows\\System32\\en-US\\iscsicpl.dll.mui,128
0,0x3c8c8398,\\Windows\\System32\\FirewallAPI.dll,128
0,0x3c8c85e0,\\Windows\\System32\\drivers\\en-US\\mountmgr.sys.mui,128
0,0x3c8c8740,\\Windows\\System32\\powrprof.dll,128
0,0x3c8c88e8,\\$Directory,128
0,0x3c8c89a0,\\Windows\\System32\\drivers\\mountmgr.sys,128
0,0x3c8c8eb8,\\Windows\\System32\\en-US\\mmcss.dll.mui,128
0,0x3c960300,\\Windows\\Branding\\Basebrd\\basebrd.dll,128
0,0x3c9603b8,\\Windows\\System32\\credui.dll,128
0,0x3c9604d8,\\Windows\\System32\\wtsapi32.dll,128
0,0x3c9608b8,\\Windows\\System32\\SmartcardCredentialProvider.dll,128
0,0x3c960db0,\\Windows\\System32\\winbrand.dll,128
0,0x3c960f80,\\Windows\\System32\\WindowsCodecs.dll,128
0,0x3cb113a0,\\Windows\\System32\\drivers\\en-US\\intelppm.sys.mui,128
0,0x3cb11500,\\Program Files\\VMware\\VMware Tools\\plugins\\vmsvc\\deployPkgPlugin.dll,128
0,0x3cb11b08,\\Program Files\\VMware\\VMware Tools\\vmacthlp.txt,128
0,0x3cb11c00,\\Program Files\\VMware\\VMware Tools,128
0,0x3cb11cf8,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT.LOG1,128
0,0x3cb11e18,\\Windows\\ServiceProfiles\\NetworkService\\NTUSER.DAT,128
0,0x3cb1e0a0,\\Windows\\System32\\rtutils.dll,128
0,0x3cb1e7b0,\\Windows\\System32\\rasapi32.dll,128
0,0x3cb1eb58,\\Windows\\System32\\rasman.dll,128
0,0x3cb1ef80,\\Windows\\System32\\certCredProvider.dll,128
0,0x3cb56cf8,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\\comctl32.dll,128
0,0x3cb93858,\\Winsock2\\CatalogChangeListener-2d4-0,128
0,0x3cb93ef0,\\Endpoint,128
0,0x3cd0e5c8,\\Windows\\System32,128
0,0x3cd0e8b0,\\Windows\\System32\\oobe\\msoobeui.dll,128
0,0x3ce940c8,\\Endpoint,128
0,0x3ce94828,\\Windows\\System32\\wshqos.dll,128
0,0x3ce94938,\\Endpoint,128
0,0x3ce94b08,\\Endpoint,128
0,0x3ce94ea0,\\Endpoint,128
0,0x3ce9e628,\\Windows\\System32\\MMDevAPI.dll,128
0,0x3ce9e8c0,\\Windows\\System32\\en-US\\KernelBase.dll.mui,128
0,0x3ce9ee28,\\Windows\\System32\\hid.dll,128
0,0x3cea38c8,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Task Manager\\Interactive,128
0,0x3cfab8a0,\\Windows\\System32\\dhcpcore6.dll,128
0,0x3cfaba20,\\Windows\\System32\\winnsi.dll,128
0,0x3cfac898,\\Windows\\System32\\nrpsrv.dll,128
0,0x3d447180,\\Windows\\System32\\sspicli.dll,128
0,0x3d4472e8,\\Windows\\winsxs\\Manifests\\x86_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_9d148a8db8d32238.manifest,128
0,0x3d447600,\\Windows\\System32\\en-US\\wbiosrvc.dll.mui,128
0,0x3d447728,\\Windows\\System32\\dssenh.dll,128
0,0x3d447978,\\Windows\\System32\\en-US\\wdi.dll.mui,128
0,0x3d447d50,\\Windows\\System32\\security.dll,128
0,0x3d447e08,\\Windows\\System32\\scesrv.dll,128
0,0x3d4c8270,\\InitShutdown,128
0,0x3d4c84b8,\\Windows\\System32\\WlS0WndH.dll,128
0,0x3d4c8988,\\InitShutdown,128
0,0x3d4c8a40,\\Windows\\Cursors\\aero_link.cur,128
0,0x3d4c8c20,\\Windows\\Cursors\\aero_pen.cur,128
0,0x3d527138,\\Windows\\System32\\msdtcprx.dll,128
0,0x3d527368,\\Windows\\Fonts\\segoeprb.ttf,128
0,0x3d527420,\\Windows\\Fonts\\iskpotab.ttf,128
0,0x3d527960,\\Windows\\Fonts\\upcfb.ttf,128
0,0x3d56a768,\\$Directory,128
0,0x3d56aa18,\\Windows\\System32\\services.exe,128
0,0x3d56acb8,\\Windows\\Globalization\\Sorting\\SortDefault.nls,128
0,0x3d56aeb8,\\InitShutdown,128
0,0x3d5977c8,\\$Directory,128
0,0x3d59a198,\\Windows\\Cursors\\aero_nwse.cur,128
0,0x3d59a3a8,\\Windows\\Cursors\\aero_nesw.cur,128
0,0x3d59a660,\\Windows\\Cursors\\aero_arrow.cur,128
0,0x3d5be038,\\Windows\\System32\\DriverStore\\FileRepository\\oemprint.inf_x86_neutral_fdc3eb6dfd46a532\\i386\\TPPrnUIhun.dll,128
0,0x3d5be610,\\Windows\\System32\\BFE.DLL,128
0,0x3d5be6c8,\\Windows\\System32\\en-US\\bdesvc.dll.mui,128
0,0x3d5bedd8,\\Windows\\System32\\wdi.dll,128
0,0x3d5c7038,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\NetTrace\\GatherNetworkInfo,128
0,0x3d5c75b0,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2,128
0,0x3d5c77c8,\\Windows\\Fonts\\StaticCache.dat,128
0,0x3d5c7ca0,\\Windows\\System32\\LogFiles\\SQM\\SQMLogger.etl.001,128
0,0x3d5c7dc0,\\Windows\\winsxs\\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9,128
