TreeDepth,PID,Process,Base,Size,Name,Path,LoadTime,Fileoutput
0,268,smss.exe,0x47b20000,0x13000,smss.exe,\\SystemRoot\\System32\\smss.exe,N/A,Disabled
0,268,smss.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,352,csrss.exe,0x49b50000,0x5000,csrss.exe,C:\\Windows\\system32\\csrss.exe,N/A,Disabled
0,352,csrss.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,352,csrss.exe,0x75990000,0xd000,CSRSRV.dll,C:\\Windows\\system32\\CSRSRV.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x75980000,0xe000,basesrv.DLL,C:\\Windows\\system32\\basesrv.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x75950000,0x2c000,winsrv.DLL,C:\\Windows\\system32\\winsrv.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x762f0000,0xc9000,USER32.dll,C:\\Windows\\system32\\USER32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x77480000,0x4e000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\SYSTEM32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x774d0000,0xa000,LPK.dll,C:\\Windows\\system32\\LPK.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x760b0000,0x9d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x75940000,0x9000,sxssrv.DLL,C:\\Windows\\system32\\sxssrv.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x758c0000,0x5f000,sxs.dll,C:\\Windows\\system32\\sxs.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:37.000000 ,Disabled
0,352,csrss.exe,0x758b0000,0xc000,CRYPTBASE.dll,C:\\Windows\\system32\\CRYPTBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0xe20000,0x1a000,wininit.exe,C:\\Windows\\system32\\wininit.exe,N/A,Disabled
0,404,wininit.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,404,wininit.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x762f0000,0xc9000,USER32.dll,C:\\Windows\\system32\\USER32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x77480000,0x4e000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x774d0000,0xa000,LPK.dll,C:\\Windows\\system32\\LPK.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x760b0000,0x9d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x772c0000,0x19000,sechost.dll,C:\\Windows\\SYSTEM32\\sechost.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x75930000,0xb000,profapi.dll,C:\\Windows\\system32\\profapi.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x762d0000,0x1f000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x77710000,0xcc000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x75920000,0xe000,RpcRtRemote.dll,C:\\Windows\\system32\\RpcRtRemote.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x75860000,0x4c000,apphelp.dll,C:\\Windows\\system32\\apphelp.dll,2023-04-24 14:41:37.000000 ,Disabled
0,404,wininit.exe,0x758b0000,0xc000,CRYPTBASE.dll,C:\\Windows\\system32\\CRYPTBASE.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x76150000,0x35000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x77200000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x752f0000,0x3c000,mswsock.dll,C:\\Windows\\system32\\mswsock.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x74d70000,0x5000,wshtcpip.dll,C:\\Windows\\System32\\wshtcpip.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x752e0000,0x6000,wship6.dll,C:\\Windows\\System32\\wship6.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x75820000,0x8000,secur32.dll,C:\\Windows\\system32\\secur32.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x75840000,0x1b000,SSPICLI.DLL,C:\\Windows\\system32\\SSPICLI.DLL,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x75450000,0x8000,credssp.dll,C:\\Windows\\system32\\credssp.dll,2023-04-24 14:41:38.000000 ,Disabled
0,404,wininit.exe,0x77670000,0xa0000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,2023-04-24 14:41:47.000000 ,Disabled
0,412,csrss.exe,0x49b50000,0x5000,csrss.exe,C:\\Windows\\system32\\csrss.exe,N/A,Disabled
0,412,csrss.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,412,csrss.exe,0x75990000,0xd000,CSRSRV.dll,C:\\Windows\\system32\\CSRSRV.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x75980000,0xe000,basesrv.DLL,C:\\Windows\\system32\\basesrv.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x75950000,0x2c000,winsrv.DLL,C:\\Windows\\system32\\winsrv.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x762f0000,0xc9000,USER32.dll,C:\\Windows\\system32\\USER32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x77480000,0x4e000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\SYSTEM32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x774d0000,0xa000,LPK.dll,C:\\Windows\\system32\\LPK.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x760b0000,0x9d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x75940000,0x9000,sxssrv.DLL,C:\\Windows\\system32\\sxssrv.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,412,csrss.exe,0x758c0000,0x5f000,sxs.dll,C:\\Windows\\system32\\sxs.dll,2023-04-24 14:41:38.000000 ,Disabled
0,412,csrss.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:38.000000 ,Disabled
0,412,csrss.exe,0x758b0000,0xc000,CRYPTBASE.dll,C:\\Windows\\system32\\CRYPTBASE.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x4f0000,0x41000,services.exe,C:\\Windows\\system32\\services.exe,N/A,Disabled
0,476,services.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,476,services.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x75840000,0x1b000,SspiCli.dll,C:\\Windows\\system32\\SspiCli.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x75930000,0xb000,profapi.dll,C:\\Windows\\system32\\profapi.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x772c0000,0x19000,sechost.dll,C:\\Windows\\SYSTEM32\\sechost.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x758b0000,0xc000,CRYPTBASE.dll,C:\\Windows\\system32\\CRYPTBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x75830000,0xf000,scext.dll,C:\\Windows\\system32\\scext.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x762f0000,0xc9000,USER32.dll,C:\\Windows\\system32\\USER32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x77480000,0x4e000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x774d0000,0xa000,LPK.dll,C:\\Windows\\system32\\LPK.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x760b0000,0x9d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x75820000,0x8000,Secur32.dll,C:\\Windows\\system32\\Secur32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x757d0000,0x4e000,SCESRV.dll,C:\\Windows\\system32\\SCESRV.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x757b0000,0x19000,srvcli.dll,C:\\Windows\\system32\\srvcli.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x762d0000,0x1f000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x77710000,0xcc000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,2023-04-24 14:41:37.000000 ,Disabled
0,476,services.exe,0x75920000,0xe000,RpcRtRemote.dll,C:\\Windows\\system32\\RpcRtRemote.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x75450000,0x8000,credssp.dll,C:\\Windows\\system32\\credssp.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x75570000,0x1b000,AUTHZ.dll,C:\\Windows\\system32\\AUTHZ.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x74fe0000,0x2c000,UBPM.dll,C:\\Windows\\system32\\UBPM.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x77670000,0xa0000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x75860000,0x4c000,apphelp.dll,C:\\Windows\\system32\\apphelp.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x74170000,0xd000,WTSAPI32.dll,C:\\Windows\\system32\\WTSAPI32.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x754b0000,0x29000,WINSTA.dll,C:\\Windows\\system32\\WINSTA.dll,2023-04-24 14:41:38.000000 ,Disabled
0,476,services.exe,0x76150000,0x35000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,2023-04-24 14:41:40.000000 ,Disabled
0,476,services.exe,0x77200000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,2023-04-24 14:41:40.000000 ,Disabled
0,476,services.exe,0x752f0000,0x3c000,mswsock.dll,C:\\Windows\\system32\\mswsock.dll,2023-04-24 14:41:40.000000 ,Disabled
0,476,services.exe,0x74d70000,0x5000,wshtcpip.dll,C:\\Windows\\System32\\wshtcpip.dll,2023-04-24 14:41:40.000000 ,Disabled
0,476,services.exe,0x752e0000,0x6000,wship6.dll,C:\\Windows\\System32\\wship6.dll,2023-04-24 14:41:40.000000 ,Disabled
0,484,lsass.exe,0x160000,0x9000,lsass.exe,C:\\Windows\\system32\\lsass.exe,N/A,Disabled
0,484,lsass.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,484,lsass.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x757a0000,0x7000,SspiSrv.dll,C:\\Windows\\system32\\SspiSrv.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x756a0000,0x100000,lsasrv.dll,C:\\Windows\\system32\\lsasrv.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x772c0000,0x19000,sechost.dll,C:\\Windows\\SYSTEM32\\sechost.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75840000,0x1b000,SspiCli.dll,C:\\Windows\\system32\\SspiCli.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x77670000,0xa0000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x762f0000,0xc9000,USER32.dll,C:\\Windows\\system32\\USER32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x77480000,0x4e000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x774d0000,0xa000,LPK.dll,C:\\Windows\\system32\\LPK.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x760b0000,0x9d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75610000,0x8b000,SAMSRV.dll,C:\\Windows\\system32\\SAMSRV.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x755f0000,0x11000,cryptdll.dll,C:\\Windows\\system32\\cryptdll.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x759a0000,0xc000,MSASN1.dll,C:\\Windows\\system32\\MSASN1.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x755a0000,0x42000,wevtapi.dll,C:\\Windows\\system32\\wevtapi.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x762d0000,0x1f000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x77710000,0xcc000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75590000,0x6000,cngaudit.dll,C:\\Windows\\system32\\cngaudit.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75570000,0x1b000,AUTHZ.dll,C:\\Windows\\system32\\AUTHZ.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75530000,0x38000,ncrypt.dll,C:\\Windows\\system32\\ncrypt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75510000,0x17000,bcrypt.dll,C:\\Windows\\system32\\bcrypt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x754e0000,0x2000,msprivs.DLL,C:\\Windows\\system32\\msprivs.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75400000,0x2b000,netjoin.dll,C:\\Windows\\system32\\netjoin.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x753e0000,0x1b000,negoexts.DLL,C:\\Windows\\system32\\negoexts.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75820000,0x8000,Secur32.dll,C:\\Windows\\system32\\Secur32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x758b0000,0xc000,cryptbase.dll,C:\\Windows\\system32\\cryptbase.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75350000,0x88000,kerberos.DLL,C:\\Windows\\system32\\kerberos.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75330000,0x16000,CRYPTSP.dll,C:\\Windows\\system32\\CRYPTSP.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x76150000,0x35000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x77200000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x752f0000,0x3c000,mswsock.dll,C:\\Windows\\system32\\mswsock.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x752e0000,0x6000,wship6.dll,C:\\Windows\\System32\\wship6.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75290000,0x42000,msv1_0.DLL,C:\\Windows\\system32\\msv1_0.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75200000,0x8c000,netlogon.DLL,C:\\Windows\\system32\\netlogon.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x751b0000,0x44000,DNSAPI.dll,C:\\Windows\\system32\\DNSAPI.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75180000,0x22000,logoncli.dll,C:\\Windows\\system32\\logoncli.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75140000,0x3a000,schannel.DLL,C:\\Windows\\system32\\schannel.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75a40000,0x11d000,CRYPT32.dll,C:\\Windows\\system32\\CRYPT32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75110000,0x2c000,wdigest.DLL,C:\\Windows\\system32\\wdigest.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x750d0000,0x3b000,rsaenh.dll,C:\\Windows\\system32\\rsaenh.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75090000,0x12000,tspkg.DLL,C:\\Windows\\system32\\tspkg.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75050000,0x34000,pku2u.DLL,C:\\Windows\\system32\\pku2u.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75010000,0x3d000,bcryptprimitives.dll,C:\\Windows\\system32\\bcryptprimitives.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75920000,0xe000,RpcRtRemote.dll,C:\\Windows\\system32\\RpcRtRemote.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x750c0000,0xd000,efslsaext.dll,C:\\Windows\\system32\\efslsaext.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75460000,0x2e000,scecli.DLL,C:\\Windows\\system32\\scecli.DLL,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x75450000,0x8000,credssp.dll,C:\\Windows\\system32\\credssp.dll,2023-04-24 14:41:37.000000 ,Disabled
0,484,lsass.exe,0x754b0000,0x29000,WINSTA.dll,C:\\Windows\\system32\\WINSTA.dll,2023-04-24 14:41:38.000000 ,Disabled
0,484,lsass.exe,0x73c30000,0x1c000,IPHLPAPI.DLL,C:\\Windows\\system32\\IPHLPAPI.DLL,2023-04-24 14:41:38.000000 ,Disabled
0,484,lsass.exe,0x73c20000,0x7000,WINNSI.DLL,C:\\Windows\\system32\\WINNSI.DLL,2023-04-24 14:41:38.000000 ,Disabled
0,484,lsass.exe,0x74060000,0x9000,netutils.dll,C:\\Windows\\system32\\netutils.dll,2023-04-24 14:41:38.000000 ,Disabled
0,484,lsass.exe,0x74f70000,0x17000,USERENV.dll,C:\\Windows\\system32\\USERENV.dll,2023-04-24 14:41:38.000000 ,Disabled
0,484,lsass.exe,0x75930000,0xb000,profapi.dll,C:\\Windows\\system32\\profapi.dll,2023-04-24 14:41:38.000000 ,Disabled
0,484,lsass.exe,0x74d70000,0x5000,wshtcpip.dll,C:\\Windows\\System32\\wshtcpip.dll,2023-04-24 14:41:48.000000 ,Disabled
0,484,lsass.exe,0x6a190000,0x27000,dssenh.dll,C:\\Windows\\system32\\dssenh.dll,2023-04-24 14:42:22.000000 ,Disabled
0,484,lsass.exe,0x74f50000,0x16000,GPAPI.dll,C:\\Windows\\system32\\GPAPI.dll,2023-04-24 14:42:22.000000 ,Disabled
0,484,lsass.exe,0x74730000,0x12000,samlib.dll,C:\\Windows\\system32\\samlib.dll,2023-04-24 14:49:48.000000 ,Disabled
0,484,lsass.exe,0x6fc80000,0x18000,NTDSAPI.dll,C:\\Windows\\system32\\NTDSAPI.dll,2023-04-24 14:49:48.000000 ,Disabled
0,484,lsass.exe,0x724a0000,0x12000,mpr.dll,C:\\Windows\\system32\\mpr.dll,2023-04-24 14:49:48.000000 ,Disabled
0,484,lsass.exe,0x6aa40000,0x13000,certpoleng.dll,C:\\Windows\\system32\\certpoleng.dll,2023-04-24 14:51:28.000000 ,Disabled
0,484,lsass.exe,0x74050000,0xf000,wkscli.dll,C:\\Windows\\system32\\wkscli.dll,2023-04-24 14:51:28.000000 ,Disabled
0,492,lsm.exe,0x540000,0x44000,lsm.exe,C:\\Windows\\system32\\lsm.exe,N/A,Disabled
0,492,lsm.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,492,lsm.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x772c0000,0x19000,sechost.dll,C:\\Windows\\SYSTEM32\\sechost.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x75500000,0x7000,SYSNTFY.dll,C:\\Windows\\system32\\SYSNTFY.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x754f0000,0x6000,WMsgAPI.dll,C:\\Windows\\system32\\WMsgAPI.dll,2023-04-24 14:41:37.000000 ,Disabled
0,492,lsm.exe,0x758b0000,0xc000,CRYPTBASE.dll,C:\\Windows\\system32\\CRYPTBASE.dll,2023-04-24 14:41:38.000000 ,Disabled
0,492,lsm.exe,0x75430000,0xb000,pcwum.dll,C:\\Windows\\system32\\pcwum.dll,2023-04-24 14:41:38.000000 ,Disabled
0,492,lsm.exe,0x75920000,0xe000,RpcRtRemote.dll,C:\\Windows\\system32\\RpcRtRemote.dll,2023-04-24 14:41:38.000000 ,Disabled
0,492,lsm.exe,0x75820000,0x8000,secur32.dll,C:\\Windows\\system32\\secur32.dll,2023-04-24 14:41:38.000000 ,Disabled
0,492,lsm.exe,0x75840000,0x1b000,SSPICLI.DLL,C:\\Windows\\system32\\SSPICLI.DLL,2023-04-24 14:41:38.000000 ,Disabled
0,492,lsm.exe,0x75450000,0x8000,credssp.dll,C:\\Windows\\system32\\credssp.dll,2023-04-24 14:41:38.000000 ,Disabled
0,492,lsm.exe,0x77670000,0xa0000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,2023-04-24 14:41:38.000000 ,Disabled
0,504,winlogon.exe,0x940000,0x48000,winlogon.exe,C:\\Windows\\system32\\winlogon.exe,N/A,Disabled
0,504,winlogon.exe,0x777e0000,0x13c000,ntdll.dll,C:\\Windows\\SYSTEM32\\ntdll.dll,N/A,Disabled
0,504,winlogon.exe,0x75e40000,0xd4000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x75b60000,0x4a000,KERNELBASE.dll,C:\\Windows\\system32\\KERNELBASE.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x762f0000,0xc9000,USER32.dll,C:\\Windows\\system32\\USER32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x77480000,0x4e000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x774d0000,0xa000,LPK.dll,C:\\Windows\\system32\\LPK.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x760b0000,0x9d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x77210000,0xac000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x754b0000,0x29000,WINSTA.dll,C:\\Windows\\system32\\WINSTA.dll,2023-04-24 14:41:37.000000 ,Disabled
0,504,winlogon.exe,0x76220000,0xa1000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,2023-04-24 14:41:37.000000 ,Disabled
