TreeDepth,Tag,Offset,Layer,Name
0,symbol_table_name1!_FILE_OBJECT,0x85080,memory_layer,\\Windows\\System32\\defragsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x851c8,memory_layer,\\Windows\\System32\\en-US\\defragsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x85438,memory_layer,\\Windows\\System32\\oleres.dll
0,symbol_table_name1!_FILE_OBJECT,0x85580,memory_layer,\\Windows\\System32\\en-US\\oleres.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x85990,memory_layer,\\Windows\\System32\\dhcpcore.dll
0,symbol_table_name1!_FILE_OBJECT,0x85c10,memory_layer,\\Windows\\System32\\cryptsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x85db0,memory_layer,\\Windows\\System32\\en-US\\comres.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x85f48,memory_layer,\\Windows\\System32\\en-US\\cryptsvc.dll.mui
0,symbol_table_name1!_CMHIVE,0x1179c0,memory_layer,N/A
0,symbol_table_name1!_EPROCESS,0x118000,memory_layer,notepad.exe
0,symbol_table_name1!_FILE_OBJECT,0x119b28,memory_layer,\\Windows\\System32\\AxInstSv.dll
0,symbol_table_name1!_FILE_OBJECT,0x160a60,memory_layer,\\protected_storage
0,symbol_table_name1!_FILE_OBJECT,0x1a8c70,memory_layer,\\Windows\\Fonts\\8514sys.fon
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x2f1388,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x60e338,memory_layer,\\Windows\\System32\\drivers\\tssecsrv.sys
0,symbol_table_name1!_FILE_OBJECT,0x64f320,memory_layer,\\ntsvcs
0,symbol_table_name1!_FILE_OBJECT,0x64f3d8,memory_layer,\\ntsvcs
0,symbol_table_name1!_FILE_OBJECT,0x64f530,memory_layer,\\ntsvcs
0,symbol_table_name1!_FILE_OBJECT,0x64f6b0,memory_layer,\\Windows\\System32\\ulib.dll
0,symbol_table_name1!_KMUTANT,0x65c938,memory_layer,N/A
0,symbol_table_name1!_KMUTANT,0x65ca00,memory_layer,N/A
0,symbol_table_name1!_DRIVER_OBJECT,0x6ce000,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x6ce6b0,memory_layer,\\Windows\\System32\\en-US\\wiaservc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x6ce8c0,memory_layer,\\Windows\\System32\\en-US\\sysmain.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x7061a0,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x7062e0,memory_layer,\\Windows\\System32\\Microsoft\\Protect\\S-1-5-18\\User\\04ece708-132d-4bf0-a647-e3329269a012
0,symbol_table_name1!_FILE_OBJECT,0x706398,memory_layer,\\Windows\\System32\\en-US\\AxInstSv.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x706550,memory_layer,\\Windows\\System32\\config\\RegBack\\SAM
0,symbol_table_name1!_FILE_OBJECT,0x706660,memory_layer,\\Windows\\System32\\config\\SAM.LOG2
0,symbol_table_name1!_FILE_OBJECT,0x7067b0,memory_layer,\\Windows\\System32\\config\\SAM.LOG1
0,symbol_table_name1!_FILE_OBJECT,0x706900,memory_layer,\\Windows\\System32\\config\\SAM
0,symbol_table_name1!_FILE_OBJECT,0x706d50,memory_layer,\\Windows\\System32\\bdesvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x7603b0,memory_layer,\\Windows\\System32
0,symbol_table_name1!_FILE_OBJECT,0x760a88,memory_layer,\\Endpoint
0,symbol_table_name1!_FILE_OBJECT,0xd451b8,memory_layer,\\Users\\Hoxed\\AppData\\Roaming\\Microsoft\\Windows\\Recent\\CustomDestinations\\5afe4de1b92fc382.customDestinations-ms
0,symbol_table_name1!_FILE_OBJECT,0xd45598,memory_layer,\\Windows\\Fonts\\upcib.ttf
0,symbol_table_name1!_FILE_OBJECT,0xd45788,memory_layer,\\Windows\\System32\\hcproviders.dll
0,symbol_table_name1!_FILE_OBJECT,0xd45b68,memory_layer,\\Windows\\System32\\wscui.cpl
0,symbol_table_name1!_FILE_OBJECT,0xd85598,memory_layer,\\Users\\Public\\Desktop
0,symbol_table_name1!_FILE_OBJECT,0xe93178,memory_layer,\\Windows\\System32\\sppc.dll
0,symbol_table_name1!_FILE_OBJECT,0xe93230,memory_layer,\\Windows\\System32\\pngfilt.dll
0,symbol_table_name1!_EPROCESS,0xe93b90,memory_layer,svchost.exe
0,symbol_table_name1!_FILE_OBJECT,0xf1be00,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0xf9ef48,memory_layer,\\Windows\\System32\\DriverStore\\FileRepository\\oemprint.inf_x86_neutral_fdc3eb6dfd46a532\\i386\\TPPrnUIrus.dll
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x1b40478,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x1b40e00,memory_layer,N/A
0,symbol_table_name1!_CMHIVE,0x1c1a000,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x1c3f5c0,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x1cb6450,memory_layer,N/A
0,symbol_table_name1!_LDR_DATA_TABLE_ENTRY,0x28694ee,memory_layer,N/A
0,symbol_table_name1!_LDR_DATA_TABLE_ENTRY,0x2a16e62,memory_layer,N/A
0,symbol_table_name1!_LDR_DATA_TABLE_ENTRY,0x2a1ab79,memory_layer,N/A
0,symbol_table_name1!_CMHIVE,0x2a1fb4e,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x2bbb178,memory_layer,ﾋ譕者馻ႂᥴᗿⅨ芅삄ྲྀ譖ѵ䩨乼￿嵞䟩쳿쳌쳌邐邐讐嗿׶뮀芙琐９栕蔡蒂盀嘏疋栄Ɋ
0,symbol_table_name1!_FILE_OBJECT,0x2ed4258,memory_layer,\\Windows\\System32\\en-US\\WsmSvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x2ed4378,memory_layer,\\Windows\\System32\\winhttp.dll
0,symbol_table_name1!_FILE_OBJECT,0x2ed4648,memory_layer,\\Program Files\\Windows Defender\\MsMpRes.dll
0,symbol_table_name1!_FILE_OBJECT,0x2ed4960,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x2ed4d08,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x2ed4e50,memory_layer,\\Windows\\System32\\en-US\\wersvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x2f69000,memory_layer,\\Windows\\System32\\wbem\\WMIADAP.exe
0,symbol_table_name1!_FILE_OBJECT,0x2f69318,memory_layer,\\Windows\\System32\\IDStore.dll
0,symbol_table_name1!_FILE_OBJECT,0x2f697a8,memory_layer,\\$Directory
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x302b3c8,memory_layer,N/A
0,symbol_table_name1!_RTL_ATOM_TABLE,0x308e878,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x30a6af8,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x30a6b50,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x30b4080,memory_layer,N/A
0,symbol_table_name1!_OBJECT_SYMBOLIC_LINK,0x30bd440,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x3a141a8,memory_layer,\\Windows\\System32\\en-US\\tbssvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3a14570,memory_layer,\\Windows\\System32\\en-US\\tapisrv.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3a14d00,memory_layer,\\Windows\\System32\\tapisrv.dll
0,symbol_table_name1!_FILE_OBJECT,0x3a54e80,memory_layer,\\Windows\\System32\\swprv.dll
0,symbol_table_name1!_FILE_OBJECT,0x3a93070,memory_layer,\\Windows\\System32\\spoolsv.exe
0,symbol_table_name1!_FILE_OBJECT,0x3a93128,memory_layer,\\Windows\\System32\\en-US\\tcpipcfg.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3a93338,memory_layer,\\Windows\\System32\\sppsvc.exe
0,symbol_table_name1!_FILE_OBJECT,0x3a939a8,memory_layer,\\Windows\\System32\\snmptrap.exe
0,symbol_table_name1!_FILE_OBJECT,0x3a93d98,memory_layer,\\Windows\\System32\\en-US\\ipnathlp.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3a93f48,memory_layer,\\Windows\\System32\\shsvcs.dll
0,symbol_table_name1!_FILE_OBJECT,0x3a95d20,memory_layer,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2\\comctl32.dll
0,symbol_table_name1!_FILE_OBJECT,0x3a9a220,memory_layer,\\Users\\Public\\Music\\Sample Music\\Sleep Away.mp3
0,symbol_table_name1!_FILE_OBJECT,0x3a9a2d8,memory_layer,\\Windows\\System32\\WFS.exe
0,symbol_table_name1!_FILE_OBJECT,0x3a9a390,memory_layer,\\Users\\Public\\Music\\Sample Music\\Kalimba.mp3
0,symbol_table_name1!_FILE_OBJECT,0x3aaf130,memory_layer,\\Windows\\System32\\migwiz\\en-US\\wet.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3aaf608,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x3aaf7f0,memory_layer,\\Windows\\System32\\en-US\\miguiresource.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3aaf9a0,memory_layer,\\Windows\\System32\\miguiresource.dll
0,symbol_table_name1!_FILE_OBJECT,0x3aafa58,memory_layer,\\Windows\\System32\\en-US\\mycomput.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3aafd88,memory_layer,\\Windows\\System32\\en-US\\rstrui.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x3b2a128,memory_layer,\\$Directory
0,symbol_table_name1!_KMUTANT,0x3b2a260,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x3b2a498,memory_layer,\\Windows\\System32\\mycomput.dll
0,symbol_table_name1!_FILE_OBJECT,0x3b2a8e0,memory_layer,\\Windows\\System32\\filemgmt.dll
0,symbol_table_name1!_FILE_OBJECT,0x3b2a998,memory_layer,\\Windows\\System32\\dhcpcsvc6.dll
0,symbol_table_name1!_FILE_OBJECT,0x3b6d288,memory_layer,\\Windows\\System32\\en-US\\oobefldr.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3b6d438,memory_layer,\\Windows\\System32\\OobeFldr.dll
0,symbol_table_name1!_FILE_OBJECT,0x3b6d648,memory_layer,\\Windows\\System32\\en-US\\DfrgUI.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x3b6d830,memory_layer,\\Windows\\System32\\en-US\\SyncCenter.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x3b6d9e0,memory_layer,\\Windows\\System32\\SyncCenter.dll
0,symbol_table_name1!_FILE_OBJECT,0x3b6de90,memory_layer,\\Windows\\System32\\SoundRecorder.exe
0,symbol_table_name1!_FILE_OBJECT,0x4425360,memory_layer,\\Windows\\winsxs\\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0,symbol_table_name1!_KMUTANT,0x4425840,memory_layer,N/A
0,symbol_table_name1!_KMUTANT,0x4425fb0,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x4516590,memory_layer,\\Program Files\\Windows Mail\\wab.exe
0,symbol_table_name1!_FILE_OBJECT,0x4588238,memory_layer,\\Windows\\System32
0,symbol_table_name1!_KMUTANT,0x4588300,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x4588360,memory_layer,\\Windows\\System32\\en-US\\sysmain.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4588700,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4588858,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4588910,memory_layer,\\Windows\\System32\\sspisrv.dll
0,symbol_table_name1!_FILE_OBJECT,0x4588bc8,memory_layer,\\Windows\\System32\\drivers\\en-US\\afd.sys.mui
0,symbol_table_name1!_FILE_OBJECT,0x4588ee8,memory_layer,\\Windows\\System32\\en-US\\aelupsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4618208,memory_layer,\\Windows\\System32\\ubpm.dll
0,symbol_table_name1!_FILE_OBJECT,0x4618940,memory_layer,\\scerpc
0,symbol_table_name1!_FILE_OBJECT,0x46189f8,memory_layer,\\scerpc
0,symbol_table_name1!_FILE_OBJECT,0x4618b68,memory_layer,\\scerpc
0,symbol_table_name1!_FILE_OBJECT,0x461d340,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x461d3f8,memory_layer,\\Windows\\System32\\svchost.exe
0,symbol_table_name1!_FILE_OBJECT,0x469c000,memory_layer,\\Windows\\System32\\en-US\\VSSVC.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x469c300,memory_layer,\\Windows\\System32\\wbengine.exe
0,symbol_table_name1!_FILE_OBJECT,0x469c5e0,memory_layer,\\Windows\\System32\\en-US\\w32time.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x469ca08,memory_layer,\\Windows\\System32\\drivers\\vwifibus.sys
0,symbol_table_name1!_FILE_OBJECT,0x469cc18,memory_layer,\\Windows\\System32\\drivers\\en-US\\vwifibus.sys.mui
0,symbol_table_name1!_FILE_OBJECT,0x469ce90,memory_layer,\\Windows\\System32\\en-US\\ui0detect.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x469cf48,memory_layer,\\Windows\\System32\\UI0Detect.exe
0,symbol_table_name1!_FILE_OBJECT,0x46b16d0,memory_layer,\\Windows\\System32\\drivers\\mpsdrv.sys
0,symbol_table_name1!_LDR_DATA_TABLE_ENTRY,0x46b17f8,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x46b1dc0,memory_layer,\\Windows\\Prefetch\\SPPSVC.EXE-CBE91656.pf
0,symbol_table_name1!_FILE_OBJECT,0x47dd3f0,memory_layer,\\Program Files\\VMware\\VMware Tools\\VMware VGAuth\\VGAuthService.exe
0,symbol_table_name1!_FILE_OBJECT,0x47dd4a8,memory_layer,\\Windows\\System32\\vds.exe
0,symbol_table_name1!_FILE_OBJECT,0x47dd628,memory_layer,\\Windows\\System32\\drivers\\volmgrx.sys
0,symbol_table_name1!_FILE_OBJECT,0x47dd810,memory_layer,\\Windows\\System32\\en-US\\vaultsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x47ddb68,memory_layer,\\Windows\\System32\\en-US\\upnphost.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x47ddd38,memory_layer,\\Windows\\System32\\vaultsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x47dddf0,memory_layer,\\Windows\\System32\\upnphost.dll
0,symbol_table_name1!_FILE_OBJECT,0x4939238,memory_layer,\\Windows\\System32\\DriverStore\\FileRepository\\oemprint.inf_x86_neutral_fdc3eb6dfd46a532\\i386\\TPPrnUIita.dll
0,symbol_table_name1!_FILE_OBJECT,0x4939610,memory_layer,\\Users\\Hoxed\\Favorites\\Microsoft Websites\\Microsoft Store.url
0,symbol_table_name1!_FILE_OBJECT,0x4939960,memory_layer,\\Endpoint
0,symbol_table_name1!_FILE_OBJECT,0x4939b10,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4939c68,memory_layer,\\Windows\\assembly\\NativeImages_v2.0.50727_32\\System.EnterpriseSe#\\887ef2648686aad19feff405eddbffd2\\System.EnterpriseServices.ni.dll
0,symbol_table_name1!_FILE_OBJECT,0x4957540,memory_layer,\\Windows\\System32\\mssitlb.dll
0,symbol_table_name1!_FILE_OBJECT,0x4957938,memory_layer,\\Windows\\System32\\drivers\\en-US\\volmgrx.sys.mui
0,symbol_table_name1!_FILE_OBJECT,0x4957dc8,memory_layer,\\Windows\\System32\\VSSVC.exe
0,symbol_table_name1!_FILE_OBJECT,0x4957f48,memory_layer,\\Windows\\System32\\en-US\\vds.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x497a000,memory_layer,\\Windows\\Tasks\\SA.DAT
0,symbol_table_name1!_FILE_OBJECT,0x497a328,memory_layer,\\Windows\\Tasks
0,symbol_table_name1!_FILE_OBJECT,0x497a3e0,memory_layer,\\atsvc
0,symbol_table_name1!_LDR_DATA_TABLE_ENTRY,0x4997128,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x49972d8,memory_layer,\\Windows\\System32\\drivers\\mouhid.sys
0,symbol_table_name1!_DRIVER_OBJECT,0x49973b0,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x4997f48,memory_layer,\\Windows\\System32\\tbssvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x49df2a0,memory_layer,\\Windows\\System32\\wersvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x49df3e8,memory_layer,\\Windows\\System32\\en-US\\winhttp.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x49df6d8,memory_layer,\\Windows\\System32\\en-US\\wercplsupport.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x49df790,memory_layer,\\Windows\\System32\\wecsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x49df870,memory_layer,\\Windows\\System32\\wercplsupport.dll
0,symbol_table_name1!_FILE_OBJECT,0x49dfa70,memory_layer,\\Windows\\System32\\en-US\\wecsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4a6c7b8,memory_layer,\\Users\\Hoxed\\ntuser.dat.LOG2
0,symbol_table_name1!_FILE_OBJECT,0x4acd1b8,memory_layer,\\Windows\\System32\\mlang.dll
0,symbol_table_name1!_FILE_OBJECT,0x4acdd08,memory_layer,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\Explorer\\thumbcache_sr.db
0,symbol_table_name1!_FILE_OBJECT,0x4b14488,memory_layer,\\Windows\\System32\\dps.dll
0,symbol_table_name1!_FILE_OBJECT,0x4b14698,memory_layer,\\Windows\\System32\\en-US\\dps.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4b14a30,memory_layer,\\Windows\\System32\\dot3svc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4b14ae8,memory_layer,\\Windows\\System32\\en-US\\dnsapi.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4b14d10,memory_layer,\\Windows\\System32\\en-US\\dot3svc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4c0c598,memory_layer,\\Windows\\System32\\tcpbidi.xml
0,symbol_table_name1!_FILE_OBJECT,0x4c1c000,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4c1c180,memory_layer,\\Windows\\System32\\IPBusEnum.dll
0,symbol_table_name1!_FILE_OBJECT,0x4c1c448,memory_layer,\\Windows\\System32\\en-US\\ikeext.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4c1c6c0,memory_layer,\\Windows\\Microsoft.NET\\Framework\\v3.0\\Windows Communication Foundation\\en-US\\ServiceModelInstallRC.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4c1caa0,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4c412e0,memory_layer,\\Windows\\winsxs\\Manifests\\x86_microsoft.windows.isolationautomation_6595b64144ccf1df_1.0.0.0_none_35d357a66c38ade4.manifest
0,symbol_table_name1!_KMUTANT,0x4c415c8,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x4c41910,memory_layer,\\Windows\\System32\\cryptbase.dll
0,symbol_table_name1!_FILE_OBJECT,0x4c41dd8,memory_layer,\\Windows\\System32\\WcsPlugInService.dll
0,symbol_table_name1!_FILE_OBJECT,0x4c41eb8,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4c571a8,memory_layer,\\Windows\\System32\\en-US\\regsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4c57428,memory_layer,\\Windows\\System32\\sstpsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4c57868,memory_layer,\\Windows\\System32\\rasmans.dll
0,symbol_table_name1!_FILE_OBJECT,0x4c579d8,memory_layer,\\Windows\\System32\\en-US\\mprdim.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4c57c18,memory_layer,\\Windows\\System32\\en-US\\rasmans.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4c57f48,memory_layer,\\Windows\\System32\\drivers\\qwavedrv.sys
0,symbol_table_name1!_FILE_OBJECT,0x4cdb1d8,memory_layer,\\Windows\\System32\\en-US\\iscsidsc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4cdb4a8,memory_layer,\\Windows\\System32\\iscsidsc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4cdb7a8,memory_layer,\\Windows\\System32\\en-US\\webclnt.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4cdba78,memory_layer,\\Windows\\System32\\WebClnt.dll
0,symbol_table_name1!_FILE_OBJECT,0x4cdbe30,memory_layer,\\Windows\\System32\\en-US\\FirewallAPI.dll.mui
0,symbol_table_name1!_CMHIVE,0x4d30000,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x4d9f358,memory_layer,\\Windows\\System32\\drivers\\partmgr.sys
0,symbol_table_name1!_FILE_OBJECT,0x4d9f698,memory_layer,\\Windows\\System32\\drivers\\en-US\\partmgr.sys.mui
0,symbol_table_name1!_FILE_OBJECT,0x4d9f7b8,memory_layer,\\Windows\\System32\\p2psvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4d9fb50,memory_layer,\\Windows\\System32\\pnrpsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4d9fcd0,memory_layer,\\Windows\\System32\\en-US\\p2psvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4d9fe18,memory_layer,\\Windows\\System32\\pla.dll
0,symbol_table_name1!_FILE_OBJECT,0x4db9000,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4db9898,memory_layer,\\$Directory
0,symbol_table_name1!_FILE_OBJECT,0x4db99e0,memory_layer,\\Windows\\System32\\Speech\\SpeechUX\\en-us\\sapi.cpl.mui
0,symbol_table_name1!_FILE_OBJECT,0x4db9b90,memory_layer,\\Windows\\System32\\Speech\\SpeechUX\\sapi.cpl
0,symbol_table_name1!_FILE_OBJECT,0x4e165c8,memory_layer,\\Windows\\System32\\en-US\\gpapi.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4e16970,memory_layer,\\Windows\\System32\\en-US\\wcncsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4e16ac0,memory_layer,\\Windows\\System32\\drivers\\fsdepends.sys
0,symbol_table_name1!_FILE_OBJECT,0x4e16b78,memory_layer,\\Windows\\rescache\\rc0002\\Segment1.cmf
0,symbol_table_name1!_FILE_OBJECT,0x4f06000,memory_layer,\\Windows\\System32\\en-US\\alg.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x4f06298,memory_layer,\\Windows\\System32\\wmsgapi.dll
0,symbol_table_name1!_FILE_OBJECT,0x4f064e0,memory_layer,\\Windows\\System32\\sysntfy.dll
0,symbol_table_name1!_FILE_OBJECT,0x4f06bc0,memory_layer,\\Endpoint
0,symbol_table_name1!_FILE_OBJECT,0x4f06e18,memory_layer,\\Windows\\System32\\appidsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4f1f420,memory_layer,\\Windows\\System32\\keyiso.dll
0,symbol_table_name1!_FILE_OBJECT,0x4f1f540,memory_layer,\\Windows\\System32\\iphlpsvc.dll
0,symbol_table_name1!_FILE_OBJECT,0x4f1f938,memory_layer,\\Windows\\System32\\en-US\\IPBusEnum.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4f1fae8,memory_layer,\\Windows\\System32\\en-US\\iphlpsvc.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x4f85000,memory_layer,\\Windows\\System32
0,symbol_table_name1!_KMUTANT,0x4f853f8,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x4f85a70,memory_layer,\\Windows\\System32
0,symbol_table_name1!_FILE_OBJECT,0x503b000,memory_layer,\\atsvc
0,symbol_table_name1!_FILE_OBJECT,0x503b0b8,memory_layer,\\Windows\\System32\\dwmcore.dll
0,symbol_table_name1!_FILE_OBJECT,0x503b380,memory_layer,\\Windows\\System32\\d3d10_1.dll
0,symbol_table_name1!_FILE_OBJECT,0x503be90,memory_layer,\\atsvc
0,symbol_table_name1!_FILE_OBJECT,0x5073400,memory_layer,\\Device\\HarddiskVolume1\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat{7290d4c6-e301-11ed-b870-d8fc93a830fd}.TM
0,symbol_table_name1!_FILE_OBJECT,0x50735b8,memory_layer,\\Device\\HarddiskVolume1\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat{7290d4c6-e301-11ed-b870-d8fc93a830fd}.TM
0,symbol_table_name1!_FILE_OBJECT,0x5073f48,memory_layer,\\Users\\Hoxed\\AppData\\Local\\Microsoft\\Windows\\UsrClass.dat{7290d4c6-e301-11ed-b870-d8fc93a830fd}.TMContainer00000000000000000002.regtrans-ms
0,symbol_table_name1!_KMUTANT,0x5186338,memory_layer,N/A
0,symbol_table_name1!_KMUTANT,0x51863c8,memory_layer,N/A
0,symbol_table_name1!_FILE_OBJECT,0x5186970,memory_layer,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0,symbol_table_name1!_FILE_OBJECT,0x5186a28,memory_layer,\\Windows\\System32\\dbghelp.dll
0,symbol_table_name1!_FILE_OBJECT,0x5186b28,memory_layer,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\DiskDiagnostic\\Microsoft-Windows-DiskDiagnosticResolver
0,symbol_table_name1!_FILE_OBJECT,0x5186be0,memory_layer,\\Windows\\winsxs\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0,symbol_table_name1!_FILE_OBJECT,0x51c31f8,memory_layer,\\Windows\\System32\\Tasks\\Microsoft\\Windows\\Diagnosis\\Scheduled
0,symbol_table_name1!_FILE_OBJECT,0x5200000,memory_layer,\\Windows\\System32\\SensorsCpl.dll
0,symbol_table_name1!_FILE_OBJECT,0x52009c0,memory_layer,\\Windows\\System32\\scrrun.dll
0,symbol_table_name1!_FILE_OBJECT,0x5200ca8,memory_layer,\\Windows\\System32\\en-US\\audiodg.exe.mui
0,symbol_table_name1!_FILE_OBJECT,0x5200f48,memory_layer,\\Windows\\Fonts\\ahronbd.ttf
0,symbol_table_name1!_FILE_OBJECT,0x5313210,memory_layer,\\Users\\Hoxed\\AppData\\Roaming\\Microsoft\\Windows\\Start Menu\\Programs\\Accessories\\System Tools\\Desktop.ini
0,symbol_table_name1!_FILE_OBJECT,0x53132c8,memory_layer,\\Windows\\Fonts\\smallf.fon
0,symbol_table_name1!_FILE_OBJECT,0x5313570,memory_layer,\\Windows\\Fonts\\serife.fon
0,symbol_table_name1!_FILE_OBJECT,0x5313798,memory_layer,\\Windows\\winsxs\\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\\comctl32.dll.mui
0,symbol_table_name1!_FILE_OBJECT,0x5313850,memory_layer,\\Windows\\Fonts\\sserife.fon
0,symbol_table_name1!_KMUTANT,0x53139e0,memory_layer,N/A
