File,Result
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8245b330.0x8245c008.ImageSectionObject.devrtl.dll-4.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8245b330.0x8245c008.ImageSectionObject.devrtl.dll-5.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8245b330.0x8245c008.ImageSectionObject.devrtl.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82460770.0x8245a7b0.ImageSectionObject.pcwum.dll-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82460770.0x8245a7b0.ImageSectionObject.pcwum.dll-2.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82460770.0x8245a7b0.ImageSectionObject.pcwum.dll-3.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82460770.0x8245a7b0.ImageSectionObject.pcwum.dll-4.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82460770.0x8245a7b0.ImageSectionObject.pcwum.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82467260.0x82467970.ImageSectionObject.vmacthlp.exe.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82467c98.0x82466f10.ImageSectionObject.msvcr90.dll-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82467c98.0x82466f10.ImageSectionObject.msvcr90.dll-2.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82467c98.0x82466f10.ImageSectionObject.msvcr90.dll-3.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82467c98.0x82466f10.ImageSectionObject.msvcr90.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82469878.0x82469750.ImageSectionObject.msvcp90.dll-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82469878.0x82469750.ImageSectionObject.msvcp90.dll-2.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82469878.0x82469750.ImageSectionObject.msvcp90.dll-3.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82469878.0x82469750.ImageSectionObject.msvcp90.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246a5d0.0x82469c38.ImageSectionObject.shfolder.dll-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246a5d0.0x82469c38.ImageSectionObject.shfolder.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246b500.0x8246db50.ImageSectionObject.deployPkgPlugin.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246e650.0x8248ec88.DataSectionObject.rpcss.dll-1.dat","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246e650.0x8248ec88.DataSectionObject.rpcss.dll.dat","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246e650.0x8555a238.ImageSectionObject.rpcss.dll-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x8246e650.0x8555a238.ImageSectionObject.rpcss.dll.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-10.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-11.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-2.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-3.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-4.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-5.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-6.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-7.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-8.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL-9.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82479370.0x824791e8.ImageSectionObject.WSHTCPIP.DLL.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82484828.0x82484700.ImageSectionObject.wshqos.dll-1.img","OK"
"/mnt/memorydumps/output/win_CompromisedSystemMem/dumpfiles/file.0x82484828.0x82484700.ImageSectionObject.wshqos.dll-2.img","OK"
